,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
1,MonkeyKing,KSante,Vex,Zeri,Senna,Ornn,Kindred,Akali,Twitch,Rakan,JUNGLE,MASTER,"['Jax', 'Kindred', 'Graves']",30,23,0.566037736,FALSE,FALSE,FALSE,TRUE
2,Vex,KSante,MonkeyKing,Zeri,Senna,Ornn,Kindred,Akali,Twitch,Rakan,MIDDLE,GRANDMASTER,"['Diana', 'Ekko', 'Qiyana']",439,422,0.509872242,FALSE,TRUE,TRUE,TRUE
3,Zeri,KSante,MonkeyKing,Vex,Senna,Ornn,Kindred,Akali,Twitch,Rakan,BOTTOM,MASTER,"['Caitlyn', 'Senna', 'Ezreal']",80,64,0.555555556,FALSE,FALSE,FALSE,TRUE
4,Senna,KSante,MonkeyKing,Vex,Zeri,Ornn,Kindred,Akali,Twitch,Rakan,UTILITY,MASTER,"['MasterYi', 'Ezreal', 'Kaisa']",139,61,0.695,FALSE,TRUE,FALSE,TRUE
0,DrMundo,Gragas,Annie,Samira,Pyke,Shen,Fiddlesticks,Viego,Draven,Alistar,TOP,GRANDMASTER,"['Ekko', 'Leblanc', 'Ezreal']",115,104,0.525114155,FALSE,TRUE,FALSE,TRUE
1,Gragas,DrMundo,Annie,Samira,Pyke,Shen,Fiddlesticks,Viego,Draven,Alistar,JUNGLE,GRANDMASTER,"['LeeSin', 'Viego', 'XinZhao']",484,478,0.503118503,FALSE,TRUE,FALSE,TRUE
2,Annie,DrMundo,Gragas,Samira,Pyke,Shen,Fiddlesticks,Viego,Draven,Alistar,MIDDLE,MASTER,"['RekSai', 'Graves', 'Taliyah']",131,123,0.515748031,FALSE,FALSE,FALSE,TRUE
3,Samira,DrMundo,Gragas,Annie,Pyke,Shen,Fiddlesticks,Viego,Draven,Alistar,BOTTOM,MASTER,"['Samira', 'Draven', 'Jhin']",147,136,0.519434629,FALSE,TRUE,FALSE,TRUE
4,Pyke,DrMundo,Gragas,Annie,Samira,Shen,Fiddlesticks,Viego,Draven,Alistar,UTILITY,MASTER,"['Pyke', 'Xerath', 'Leona']",478,450,0.515086207,FALSE,TRUE,FALSE,TRUE
0,Shen,Ekko,Neeko,Xayah,Senna,Illaoi,Taric,Akali,Zeri,Soraka,TOP,MASTER,"['Shen', 'Camille', 'Janna']",199,164,0.548209366,FALSE,TRUE,FALSE,FALSE
1,Ekko,Shen,Neeko,Xayah,Senna,Illaoi,Taric,Akali,Zeri,Soraka,JUNGLE,GRANDMASTER,"['Zed', 'Aatrox', 'Talon']",151,117,0.563432836,TRUE,FALSE,FALSE,FALSE
2,Neeko,Shen,Ekko,Xayah,Senna,Illaoi,Taric,Akali,Zeri,Soraka,MIDDLE,MASTER,"['Viego', 'Graves', 'Ezreal']",49,32,0.604938272,FALSE,TRUE,FALSE,FALSE
3,Xayah,Shen,Ekko,Neeko,Senna,Illaoi,Taric,Akali,Zeri,Soraka,BOTTOM,GRANDMASTER,"['Lucian', 'Jhin', 'Draven']",336,323,0.509863429,FALSE,TRUE,FALSE,FALSE
4,Senna,Shen,Ekko,Neeko,Xayah,Illaoi,Taric,Akali,Zeri,Soraka,UTILITY,GRANDMASTER,"['Jhin', 'Ezreal', 'Sivir']",73,52,0.584,FALSE,TRUE,FALSE,FALSE
0,Shen,Viego,Jayce,Karthus,Alistar,Sylas,MonkeyKing,Irelia,Sivir,Pyke,MIDDLE,MASTER,"['Shen', 'Camille', 'Janna']",199,164,0.548209366,FALSE,TRUE,FALSE,FALSE
1,Viego,Shen,Jayce,Karthus,Alistar,Sylas,MonkeyKing,Irelia,Sivir,Pyke,JUNGLE,GRANDMASTER,"['Viego', 'Graves', 'Ekko']",232,221,0.51214128,TRUE,FALSE,FALSE,FALSE
2,Jayce,Shen,Viego,Karthus,Alistar,Sylas,MonkeyKing,Irelia,Sivir,Pyke,TOP,CHALLENGER,"['LeeSin', 'Ryze', 'Sylas']",232,208,0.527272727,FALSE,FALSE,FALSE,FALSE
3,Karthus,Shen,Viego,Jayce,Alistar,Sylas,MonkeyKing,Irelia,Sivir,Pyke,BOTTOM,MASTER,"['Karthus', 'LeeSin', 'Nidalee']",52,37,0.584269663,FALSE,FALSE,FALSE,FALSE
4,Alistar,Shen,Viego,Jayce,Karthus,Sylas,MonkeyKing,Irelia,Sivir,Pyke,UTILITY,CHALLENGER,"['Rakan', 'Nautilus', 'Thresh']",164,129,0.559726962,TRUE,FALSE,FALSE,FALSE
0,Shen,JarvanIV,Talon,Karthus,Milio,Udyr,Graves,Annie,MissFortune,Zilean,TOP,MASTER,"['Shen', 'Camille', 'Janna']",199,164,0.548209366,FALSE,TRUE,FALSE,FALSE
1,JarvanIV,Shen,Talon,Karthus,Milio,Udyr,Graves,Annie,MissFortune,Zilean,JUNGLE,GRANDMASTER,"['Elise', 'Vi', 'Maokai']",85,63,0.574324324,FALSE,TRUE,FALSE,FALSE
2,Talon,Shen,JarvanIV,Karthus,Milio,Udyr,Graves,Annie,MissFortune,Zilean,MIDDLE,GRANDMASTER,"['Yasuo', 'Yone', 'Akali']",64,43,0.598130841,FALSE,TRUE,FALSE,FALSE
3,Karthus,Shen,JarvanIV,Talon,Milio,Udyr,Graves,Annie,MissFortune,Zilean,BOTTOM,MASTER,"['Karthus', 'LeeSin', 'Nidalee']",52,37,0.584269663,FALSE,FALSE,FALSE,FALSE
4,Milio,Shen,JarvanIV,Talon,Karthus,Udyr,Graves,Annie,MissFortune,Zilean,UTILITY,DIAMOND,"['Janna', 'Karma', 'Bard']",4,11,0.266666667,FALSE,FALSE,FALSE,FALSE
0,Yorick,Rumble,Leblanc,Ezreal,Thresh,Shen,Graves,Cassiopeia,Karthus,Rakan,TOP,MASTER,"['Illaoi', 'Gangplank', 'Brand']",71,59,0.546153846,FALSE,FALSE,FALSE,FALSE
1,Rumble,Yorick,Leblanc,Ezreal,Thresh,Shen,Graves,Cassiopeia,Karthus,Rakan,JUNGLE,GOLD,"['Rumble', 'Yasuo', 'Yone']",5,5,0.5,FALSE,FALSE,FALSE,FALSE
2,Leblanc,Yorick,Rumble,Ezreal,Thresh,Shen,Graves,Cassiopeia,Karthus,Rakan,MIDDLE,GRANDMASTER,"['Yasuo', 'Yone', 'Akali']",64,43,0.598130841,FALSE,TRUE,FALSE,FALSE
3,Ezreal,Yorick,Rumble,Leblanc,Thresh,Shen,Graves,Cassiopeia,Karthus,Rakan,BOTTOM,GRANDMASTER,"['Vayne', 'Samira', 'Camille']",239,201,0.543181818,FALSE,TRUE,FALSE,FALSE
4,Thresh,Yorick,Rumble,Leblanc,Ezreal,Shen,Graves,Cassiopeia,Karthus,Rakan,UTILITY,,[],,,,,,,FALSE
0,Kennen,Kayn,Annie,Twitch,Milio,Shen,Gragas,Jayce,Kaisa,Rakan,TOP,GRANDMASTER,"['Yone', 'Gragas', 'Olaf']",54,40,0.574468085,FALSE,TRUE,FALSE,TRUE
1,Kayn,Kennen,Annie,Twitch,Milio,Shen,Gragas,Jayce,Kaisa,Rakan,JUNGLE,MASTER,"['Kindred', 'Graves', 'Kayn']",293,261,0.528880866,FALSE,TRUE,FALSE,TRUE
2,Annie,Kennen,Kayn,Twitch,Milio,Shen,Gragas,Jayce,Kaisa,Rakan,MIDDLE,MASTER,"['Leblanc', 'Renekton', 'Akali']",36,24,0.6,FALSE,TRUE,FALSE,TRUE
3,Twitch,Kennen,Kayn,Annie,Milio,Shen,Gragas,Jayce,Kaisa,Rakan,BOTTOM,MASTER,"['Draven', 'Jhin', 'Lucian']",89,83,0.51744186,TRUE,FALSE,FALSE,TRUE
4,Milio,Kennen,Kayn,Annie,Twitch,Shen,Gragas,Jayce,Kaisa,Rakan,UTILITY,MASTER,"['Soraka', 'Lux', 'Janna']",204,179,0.532637076,TRUE,FALSE,FALSE,TRUE
0,Sett,Ezreal,Neeko,MonkeyKing,Bard,Shen,Sylas,Kayn,Kaisa,Pyke,TOP,DIAMOND,"['Shen', 'Sett', 'Darius']",5,5,0.5,FALSE,FALSE,FALSE,TRUE
1,Ezreal,Sett,Neeko,MonkeyKing,Bard,Shen,Sylas,Kayn,Kaisa,Pyke,BOTTOM,MASTER,"['Zed', 'Jayce', 'Tryndamere']",300,297,0.502512563,FALSE,TRUE,FALSE,TRUE
2,Neeko,Sett,Ezreal,MonkeyKing,Bard,Shen,Sylas,Kayn,Kaisa,Pyke,MIDDLE,MASTER,"['Neeko', 'Fiora', 'Sett']",180,168,0.517241379,FALSE,FALSE,TRUE,TRUE
3,MonkeyKing,Sett,Ezreal,Neeko,Bard,Shen,Sylas,Kayn,Kaisa,Pyke,JUNGLE,GOLD,"['LeeSin', 'Vayne', 'Jhin']",15,18,0.454545455,FALSE,FALSE,FALSE,TRUE
4,Bard,Sett,Ezreal,Neeko,MonkeyKing,Shen,Sylas,Kayn,Kaisa,Pyke,UTILITY,MASTER,"['Bard', 'Senna', 'Thresh']",120,93,0.563380282,FALSE,TRUE,FALSE,TRUE
0,Shen,Diana,Pyke,Jinx,Thresh,Maokai,JarvanIV,Kennen,Ezreal,Lulu,TOP,MASTER,"['Shen', 'Camille', 'Janna']",199,164,0.548209366,FALSE,TRUE,FALSE,TRUE
1,Diana,Shen,Pyke,Jinx,Thresh,Maokai,JarvanIV,Kennen,Ezreal,Lulu,JUNGLE,GRANDMASTER,"['Talon', 'Khazix', 'Diana']",182,175,0.509803922,FALSE,TRUE,TRUE,TRUE
2,Pyke,Shen,Diana,Jinx,Thresh,Maokai,JarvanIV,Kennen,Ezreal,Lulu,MIDDLE,DIAMOND,"['Pyke', 'Rammus']",46,40,0.534883721,FALSE,TRUE,FALSE,TRUE
3,Jinx,Shen,Diana,Pyke,Thresh,Maokai,JarvanIV,Kennen,Ezreal,Lulu,BOTTOM,MASTER,"['Jinx', 'Jhin', 'Ezreal']",83,69,0.546052632,TRUE,FALSE,FALSE,TRUE
4,Thresh,Shen,Diana,Pyke,Jinx,Maokai,JarvanIV,Kennen,Ezreal,Lulu,UTILITY,GRANDMASTER,"['Thresh', 'Braum', 'Blitzcrank']",178,157,0.531343284,FALSE,TRUE,FALSE,TRUE
0,Darius,Kayn,Vladimir,Jhin,Heimerdinger,Shen,Ivern,Yone,Ezreal,Yuumi,TOP,GRANDMASTER,"['Sett', 'Malzahar', 'Swain']",288,255,0.53038674,FALSE,TRUE,FALSE,FALSE
1,Kayn,Darius,Vladimir,Jhin,Heimerdinger,Shen,Ivern,Yone,Ezreal,Yuumi,JUNGLE,MASTER,"['Evelynn', 'Kayn', 'Zoe']",84,47,0.641221374,FALSE,TRUE,FALSE,FALSE
2,Vladimir,Darius,Kayn,Jhin,Heimerdinger,Shen,Ivern,Yone,Ezreal,Yuumi,MIDDLE,MASTER,"['Qiyana', 'Syndra', 'Ryze']",81,48,0.627906977,FALSE,TRUE,FALSE,FALSE
3,Jhin,Darius,Kayn,Vladimir,Heimerdinger,Shen,Ivern,Yone,Ezreal,Yuumi,BOTTOM,MASTER,"['Soraka', 'Lux', 'Janna']",204,179,0.532637076,TRUE,FALSE,FALSE,FALSE
4,Heimerdinger,Darius,Kayn,Vladimir,Jhin,Shen,Ivern,Yone,Ezreal,Yuumi,UTILITY,MASTER,"['Heimerdinger', 'Fizz', 'Ahri']",239,223,0.517316017,FALSE,TRUE,FALSE,FALSE
0,Shen,Hecarim,Leblanc,Kaisa,Thresh,Gragas,Kayn,Viktor,Zeri,Pyke,TOP,MASTER,"['Shen', 'Camille', 'Janna']",199,164,0.548209366,FALSE,TRUE,FALSE,TRUE
1,Hecarim,Shen,Leblanc,Kaisa,Thresh,Gragas,Kayn,Viktor,Zeri,Pyke,JUNGLE,MASTER,"['Hecarim', 'Trundle', 'Graves']",152,143,0.515254237,FALSE,TRUE,FALSE,TRUE
2,Leblanc,Shen,Hecarim,Kaisa,Thresh,Gragas,Kayn,Viktor,Zeri,Pyke,MIDDLE,GRANDMASTER,"['Qiyana', 'Sylas', 'Leblanc']",248,220,0.52991453,FALSE,TRUE,FALSE,TRUE
3,Kaisa,Shen,Hecarim,Leblanc,Thresh,Gragas,Kayn,Viktor,Zeri,Pyke,BOTTOM,MASTER,"['Khazix', 'LeeSin', 'Ezreal']",45,34,0.569620253,FALSE,FALSE,FALSE,TRUE
4,Thresh,Shen,Hecarim,Leblanc,Kaisa,Gragas,Kayn,Viktor,Zeri,Pyke,UTILITY,GRANDMASTER,"['Rakan', 'Seraphine', 'Thresh']",81,56,0.591240876,FALSE,TRUE,FALSE,TRUE
0,Shen,Rengar,Vex,Jinx,Thresh,Gnar,Sejuani,Pyke,Kaisa,Leblanc,TOP,MASTER,"['Shen', 'Camille', 'Janna']",199,164,0.548209366,FALSE,TRUE,FALSE,TRUE
1,Rengar,Shen,Vex,Jinx,Thresh,Gnar,Sejuani,Pyke,Kaisa,Leblanc,JUNGLE,MASTER,"['Rengar', 'LeeSin', 'Nidalee']",61,45,0.575471698,FALSE,TRUE,FALSE,TRUE
2,Vex,Shen,Rengar,Jinx,Thresh,Gnar,Sejuani,Pyke,Kaisa,Leblanc,MIDDLE,GRANDMASTER,"['Diana', 'Ekko', 'Qiyana']",440,422,0.510440835,FALSE,TRUE,TRUE,TRUE
3,Jinx,Shen,Rengar,Vex,Thresh,Gnar,Sejuani,Pyke,Kaisa,Leblanc,BOTTOM,MASTER,"['Yasuo', 'Lucian', 'Ezreal']",282,275,0.506283662,FALSE,TRUE,FALSE,TRUE
4,Thresh,Shen,Rengar,Vex,Jinx,Gnar,Sejuani,Pyke,Kaisa,Leblanc,UTILITY,MASTER,"['Thresh', 'Blitzcrank', 'Vayne']",62,42,0.596153846,FALSE,FALSE,TRUE,TRUE
0,Garen,Karthus,Yasuo,Xayah,Rakan,Mordekaiser,Belveth,Urgot,Ezreal,Syndra,MIDDLE,DIAMOND,"['Garen', 'Yasuo', 'Rengar']",24,20,0.545454545,FALSE,TRUE,FALSE,FALSE
1,Karthus,Garen,Yasuo,Xayah,Rakan,Mordekaiser,Belveth,Urgot,Ezreal,Syndra,JUNGLE,MASTER,"['Rengar', 'LeeSin', 'Nidalee']",61,45,0.575471698,FALSE,TRUE,FALSE,FALSE
2,Yasuo,Garen,Karthus,Xayah,Rakan,Mordekaiser,Belveth,Urgot,Ezreal,Syndra,TOP,MASTER,"['Yasuo', 'Rengar', 'Zed']",25,15,0.625,FALSE,TRUE,FALSE,FALSE
3,Xayah,Garen,Karthus,Yasuo,Rakan,Mordekaiser,Belveth,Urgot,Ezreal,Syndra,BOTTOM,DIAMOND,"['Yasuo', 'Akali', 'Kayn']",173,160,0.51951952,FALSE,FALSE,FALSE,FALSE
4,Rakan,Garen,Karthus,Yasuo,Xayah,Mordekaiser,Belveth,Urgot,Ezreal,Syndra,UTILITY,PLATINUM,"['Vayne', 'Cassiopeia', 'Irelia']",43,38,0.530864198,FALSE,TRUE,FALSE,FALSE
0,Mordekaiser,Gragas,Yasuo,Sivir,Rakan,Ornn,LeeSin,Vex,Twitch,Lulu,TOP,DIAMOND,"['Garen', 'Yasuo', 'Rengar']",24,20,0.545454545,FALSE,TRUE,FALSE,TRUE
1,Gragas,Mordekaiser,Yasuo,Sivir,Rakan,Ornn,LeeSin,Vex,Twitch,Lulu,JUNGLE,MASTER,"['Rengar', 'LeeSin', 'Nidalee']",61,45,0.575471698,FALSE,TRUE,FALSE,TRUE
2,Yasuo,Mordekaiser,Gragas,Sivir,Rakan,Ornn,LeeSin,Vex,Twitch,Lulu,MIDDLE,MASTER,"['Yasuo', 'Rengar', 'Zed']",25,15,0.625,FALSE,TRUE,FALSE,TRUE
3,Sivir,Mordekaiser,Gragas,Yasuo,Rakan,Ornn,LeeSin,Vex,Twitch,Lulu,BOTTOM,DIAMOND,"['Yasuo', 'Akali', 'Kayn']",173,160,0.51951952,FALSE,FALSE,FALSE,TRUE
4,Rakan,Mordekaiser,Gragas,Yasuo,Sivir,Ornn,LeeSin,Vex,Twitch,Lulu,UTILITY,PLATINUM,"['Vayne', 'Cassiopeia', 'Irelia']",43,38,0.530864198,FALSE,TRUE,FALSE,TRUE
0,Sion,Gragas,Yasuo,Jinx,Thresh,KSante,Trundle,Ezreal,Aphelios,Lux,TOP,DIAMOND,"['Garen', 'Yasuo', 'Rengar']",24,20,0.545454545,FALSE,TRUE,FALSE,FALSE
1,Gragas,Sion,Yasuo,Jinx,Thresh,KSante,Trundle,Ezreal,Aphelios,Lux,JUNGLE,MASTER,"['Rengar', 'LeeSin', 'Nidalee']",61,45,0.575471698,FALSE,TRUE,FALSE,FALSE
2,Yasuo,Sion,Gragas,Jinx,Thresh,KSante,Trundle,Ezreal,Aphelios,Lux,MIDDLE,MASTER,"['Yasuo', 'Rengar', 'Zed']",25,15,0.625,FALSE,TRUE,FALSE,FALSE
3,Jinx,Sion,Gragas,Yasuo,Thresh,KSante,Trundle,Ezreal,Aphelios,Lux,BOTTOM,DIAMOND,"['Yasuo', 'Akali', 'Kayn']",173,160,0.51951952,FALSE,FALSE,FALSE,FALSE
4,Thresh,Sion,Gragas,Yasuo,Jinx,KSante,Trundle,Ezreal,Aphelios,Lux,UTILITY,PLATINUM,"['Vayne', 'Cassiopeia', 'Irelia']",43,38,0.530864198,FALSE,TRUE,FALSE,FALSE
0,Chogath,XinZhao,Yone,Jinx,Milio,Garen,JarvanIV,Yasuo,Seraphine,Karma,TOP,DIAMOND,"['Aatrox', 'Azir', 'Irelia']",25,15,0.625,FALSE,FALSE,FALSE,FALSE
1,XinZhao,Chogath,Yone,Jinx,Milio,Garen,JarvanIV,Yasuo,Seraphine,Karma,JUNGLE,PLATINUM,"['Jinx', 'JarvanIV', 'Rengar']",47,33,0.5875,FALSE,FALSE,FALSE,FALSE
2,Yone,Chogath,XinZhao,Jinx,Milio,Garen,JarvanIV,Yasuo,Seraphine,Karma,MIDDLE,DIAMOND,"['Sylas', 'Lucian', 'Thresh']",25,19,0.568181818,FALSE,FALSE,FALSE,FALSE
3,Jinx,Chogath,XinZhao,Yone,Milio,Garen,JarvanIV,Yasuo,Seraphine,Karma,BOTTOM,GOLD,"['Ezreal', 'Ashe', 'Jhin']",23,10,0.696969697,FALSE,FALSE,FALSE,FALSE
4,Milio,Chogath,XinZhao,Yone,Jinx,Garen,JarvanIV,Yasuo,Seraphine,Karma,UTILITY,GOLD,"['Thresh', 'Karma', 'Nami']",6,1,0.857142857,FALSE,TRUE,FALSE,FALSE
0,Garen,JarvanIV,Yasuo,Seraphine,Milio,Nautilus,Hecarim,Diana,Jinx,Thresh,TOP,DIAMOND,"['Garen', 'Yasuo', 'Rengar']",24,20,0.545454545,FALSE,TRUE,FALSE,TRUE
1,JarvanIV,Garen,Yasuo,Seraphine,Milio,Nautilus,Hecarim,Diana,Jinx,Thresh,JUNGLE,MASTER,"['Rengar', 'LeeSin', 'Nidalee']",61,45,0.575471698,FALSE,TRUE,FALSE,TRUE
2,Yasuo,Garen,JarvanIV,Seraphine,Milio,Nautilus,Hecarim,Diana,Jinx,Thresh,MIDDLE,MASTER,"['Yasuo', 'Rengar', 'Zed']",25,15,0.625,FALSE,TRUE,FALSE,TRUE
3,Seraphine,Garen,JarvanIV,Yasuo,Milio,Nautilus,Hecarim,Diana,Jinx,Thresh,BOTTOM,PLATINUM,"['Nami', 'Soraka', 'Janna']",64,45,0.587155963,FALSE,TRUE,TRUE,TRUE
4,Milio,Garen,JarvanIV,Yasuo,Seraphine,Nautilus,Hecarim,Diana,Jinx,Thresh,UTILITY,DIAMOND,"['Yuumi', 'Ahri', 'Evelynn']",73,77,0.486666667,FALSE,FALSE,FALSE,TRUE
0,Kennen,Rengar,Leblanc,Ezreal,Velkoz,Yone,Kindred,Vex,Jinx,Nautilus,TOP,PLATINUM,"['Kennen', 'Jayce', 'Olaf']",33,9,0.785714286,FALSE,TRUE,FALSE,TRUE
1,Rengar,Kennen,Leblanc,Ezreal,Velkoz,Yone,Kindred,Vex,Jinx,Nautilus,JUNGLE,MASTER,"['Rengar', 'LeeSin', 'Nidalee']",61,45,0.575471698,FALSE,TRUE,FALSE,TRUE
2,Leblanc,Kennen,Rengar,Ezreal,Velkoz,Yone,Kindred,Vex,Jinx,Nautilus,MIDDLE,DIAMOND,"['Leblanc', 'Katarina', 'Vladimir']",18,15,0.545454545,FALSE,FALSE,FALSE,TRUE
3,Ezreal,Kennen,Rengar,Leblanc,Velkoz,Yone,Kindred,Vex,Jinx,Nautilus,BOTTOM,MASTER,"['Kaisa', 'Ezreal', 'Aphelios']",232,230,0.502164502,FALSE,TRUE,FALSE,TRUE
4,Velkoz,Kennen,Rengar,Leblanc,Ezreal,Yone,Kindred,Vex,Jinx,Nautilus,UTILITY,MASTER,"['Velkoz', 'Thresh', 'Warwick']",270,257,0.512333966,FALSE,TRUE,FALSE,TRUE
0,Sion,Nocturne,Brand,Twitch,Rakan,Kled,Rengar,Akali,Vayne,Annie,TOP,MASTER,"['Yone', 'Yasuo', 'Kassadin']",236,220,0.51754386,FALSE,TRUE,FALSE,FALSE
1,Nocturne,Sion,Brand,Twitch,Rakan,Kled,Rengar,Akali,Vayne,Annie,JUNGLE,PLATINUM,"['Thresh', 'LeeSin', 'Alistar']",19,12,0.612903226,FALSE,FALSE,FALSE,FALSE
2,Brand,Sion,Nocturne,Twitch,Rakan,Kled,Rengar,Akali,Vayne,Annie,MIDDLE,MASTER,"['Brand', 'Xerath', 'Velkoz']",51,43,0.542553191,FALSE,TRUE,FALSE,FALSE
3,Twitch,Sion,Nocturne,Brand,Rakan,Kled,Rengar,Akali,Vayne,Annie,BOTTOM,GRANDMASTER,"['Twitch', 'Ezreal', 'Caitlyn']",167,114,0.59430605,FALSE,TRUE,TRUE,FALSE
4,Rakan,Sion,Nocturne,Brand,Twitch,Kled,Rengar,Akali,Vayne,Annie,UTILITY,GRANDMASTER,"['Pyke', 'Rakan', 'Thresh']",170,135,0.557377049,FALSE,FALSE,FALSE,FALSE
0,Olaf,Kayn,Lissandra,Kaisa,Annie,Vladimir,Nunu,Yasuo,Jinx,Thresh,TOP,PLATINUM,"['Pantheon', 'Velkoz', 'LeeSin']",22,12,0.647058824,FALSE,FALSE,FALSE,FALSE
1,Kayn,Olaf,Lissandra,Kaisa,Annie,Vladimir,Nunu,Yasuo,Jinx,Thresh,JUNGLE,DIAMOND,"['Yasuo', 'Kayn', 'Khazix']",81,70,0.536423841,FALSE,TRUE,TRUE,FALSE
2,Lissandra,Olaf,Kayn,Kaisa,Annie,Vladimir,Nunu,Yasuo,Jinx,Thresh,MIDDLE,GOLD,"['Qiyana', 'Anivia', 'Syndra']",9,7,0.5625,FALSE,TRUE,TRUE,FALSE
3,Kaisa,Olaf,Kayn,Lissandra,Annie,Vladimir,Nunu,Yasuo,Jinx,Thresh,BOTTOM,DIAMOND,"['Ezreal', 'Kaisa', 'Caitlyn']",62,57,0.521008403,FALSE,FALSE,TRUE,FALSE
4,Annie,Olaf,Kayn,Lissandra,Kaisa,Vladimir,Nunu,Yasuo,Jinx,Thresh,UTILITY,DIAMOND,"['Lux', 'Janna', 'Morgana']",14,12,0.538461538,FALSE,FALSE,FALSE,FALSE
0,Fiora,LeeSin,Ahri,Caitlyn,Milio,TahmKench,Karthus,Yasuo,Xayah,Thresh,TOP,PLATINUM,"['Caitlyn', 'Vayne', 'Ezreal']",20,20,0.5,FALSE,FALSE,FALSE,TRUE
1,LeeSin,Fiora,Ahri,Caitlyn,Milio,TahmKench,Karthus,Yasuo,Xayah,Thresh,JUNGLE,PLATINUM,"['Vayne', 'LeeSin', 'Thresh']",57,47,0.548076923,FALSE,FALSE,FALSE,TRUE
2,Ahri,Fiora,LeeSin,Caitlyn,Milio,TahmKench,Karthus,Yasuo,Xayah,Thresh,MIDDLE,MASTER,"['LeeSin', 'Caitlyn', 'Vayne']",56,46,0.549019608,FALSE,FALSE,FALSE,TRUE
3,Caitlyn,Fiora,LeeSin,Ahri,Milio,TahmKench,Karthus,Yasuo,Xayah,Thresh,BOTTOM,MASTER,"['MonkeyKing', 'Samira', 'Jinx']",139,134,0.509157509,FALSE,TRUE,FALSE,TRUE
4,Milio,Fiora,LeeSin,Ahri,Caitlyn,TahmKench,Karthus,Yasuo,Xayah,Thresh,UTILITY,DIAMOND,"['Lulu', 'Bard', 'Rakan']",20,18,0.526315789,FALSE,FALSE,FALSE,TRUE
0,Garen,JarvanIV,Veigar,KogMaw,Lulu,Malphite,Gragas,Yasuo,Xayah,Soraka,TOP,PLATINUM,"['Caitlyn', 'Lucian', 'Yasuo']",62,45,0.579439252,FALSE,FALSE,FALSE,TRUE
1,JarvanIV,Garen,Veigar,KogMaw,Lulu,Malphite,Gragas,Yasuo,Xayah,Soraka,JUNGLE,PLATINUM,"['Talon', 'Vladimir', 'Kassadin']",46,31,0.597402597,FALSE,TRUE,FALSE,TRUE
2,Veigar,Garen,JarvanIV,KogMaw,Lulu,Malphite,Gragas,Yasuo,Xayah,Soraka,MIDDLE,DIAMOND,"['Katarina', 'Qiyana', 'Vladimir']",59,61,0.491666667,FALSE,FALSE,FALSE,TRUE
3,KogMaw,Garen,JarvanIV,Veigar,Lulu,Malphite,Gragas,Yasuo,Xayah,Soraka,BOTTOM,MASTER,"['Jhin', 'Ezreal', 'Caitlyn']",105,114,0.479452055,FALSE,TRUE,TRUE,TRUE
4,Lulu,Garen,JarvanIV,Veigar,KogMaw,Malphite,Gragas,Yasuo,Xayah,Soraka,UTILITY,DIAMOND,"['Sona', 'Lulu', 'Caitlyn']",20,27,0.425531915,FALSE,FALSE,TRUE,TRUE
0,Vayne,Nocturne,Galio,Samira,Pyke,Sion,Gragas,Yasuo,Xayah,Yuumi,TOP,MASTER,"['Blitzcrank', 'Zac', 'Brand']",33,19,0.634615385,FALSE,FALSE,TRUE,FALSE
1,Nocturne,Vayne,Galio,Samira,Pyke,Sion,Gragas,Yasuo,Xayah,Yuumi,JUNGLE,PLATINUM,"['Thresh', 'MonkeyKing', 'Shyvana']",90,76,0.542168675,FALSE,FALSE,FALSE,FALSE
2,Galio,Vayne,Nocturne,Samira,Pyke,Sion,Gragas,Yasuo,Xayah,Yuumi,MIDDLE,PLATINUM,"['LeeSin', 'Riven', 'Yasuo']",73,75,0.493243243,FALSE,FALSE,FALSE,FALSE
3,Samira,Vayne,Nocturne,Galio,Pyke,Sion,Gragas,Yasuo,Xayah,Yuumi,BOTTOM,PLATINUM,"['Vayne', 'Kaisa', 'Ezreal']",12,11,0.52173913,FALSE,FALSE,FALSE,FALSE
4,Pyke,Vayne,Nocturne,Galio,Samira,Sion,Gragas,Yasuo,Xayah,Yuumi,UTILITY,GOLD,"['Ezreal', 'Kaisa', 'Ekko']",8,5,0.615384615,FALSE,FALSE,FALSE,FALSE
0,Sett,Elise,Vex,Ashe,Xerath,Renekton,Gragas,Yasuo,Lux,Thresh,TOP,PLATINUM,"['Shen', 'Nocturne', 'Thresh']",39,30,0.565217391,FALSE,FALSE,FALSE,FALSE
1,Elise,Sett,Vex,Ashe,Xerath,Renekton,Gragas,Yasuo,Lux,Thresh,JUNGLE,,"['Graves', 'Khazix', 'Rengar']",,,,,,,FALSE
2,Vex,Sett,Elise,Ashe,Xerath,Renekton,Gragas,Yasuo,Lux,Thresh,MIDDLE,PLATINUM,"['Anivia', 'Taliyah', 'Ezreal']",44,51,0.463157895,FALSE,FALSE,FALSE,FALSE
3,Ashe,Sett,Elise,Vex,Xerath,Renekton,Gragas,Yasuo,Lux,Thresh,BOTTOM,PLATINUM,"['Vayne', 'Kaisa', 'Caitlyn']",12,15,0.444444444,FALSE,FALSE,TRUE,FALSE
