Index,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
4,Lulu,Riven,Evelynn,Neeko,Kaisa,Pantheon,Graves,Taliyah,Varus,Ashe,UTILITY,DIAMOND,"['Lux', 'Anivia', 'Nami']",149.0,136.0,0.522807018,False,True,True,False
0,Talon,MonkeyKing,Viktor,MissFortune,Ashe,Gragas,Khazix,Shyvana,Varus,Blitzcrank,TOP,MASTER,"['Gangplank', 'Talon', 'TwistedFate']",118.0,85.0,0.581280788,False,True,False,False
1,MonkeyKing,Talon,Viktor,MissFortune,Ashe,Gragas,Khazix,Shyvana,Varus,Blitzcrank,JUNGLE,DIAMOND,"['Yasuo', 'LeeSin', 'Nocturne']",46.0,61.0,0.429906542,False,False,False,False
2,Viktor,Talon,MonkeyKing,MissFortune,Ashe,Gragas,Khazix,Shyvana,Varus,Blitzcrank,MIDDLE,DIAMOND,"['Samira', 'Kayle', 'Vayne']",17.0,25.0,0.404761905,False,False,False,False
3,MissFortune,Talon,MonkeyKing,Viktor,Ashe,Gragas,Khazix,Shyvana,Varus,Blitzcrank,BOTTOM,DIAMOND,"['Vayne', 'Caitlyn', 'Lucian']",240.0,252.0,0.487804878,True,False,False,False
4,Ashe,Talon,MonkeyKing,Viktor,MissFortune,Gragas,Khazix,Shyvana,Varus,Blitzcrank,UTILITY,DIAMOND,"['Soraka', 'Janna', 'Lulu']",127.0,129.0,0.49609375,False,False,False,False
0,Kled,Kayn,Vladimir,Varus,Nami,Fiora,Evelynn,Gangplank,Aphelios,Thresh,MIDDLE,GOLD,"['Talon', 'Fizz', 'Kled']",20.0,9.0,0.689655172,False,False,True,True
1,Kayn,Kled,Vladimir,Varus,Nami,Fiora,Evelynn,Gangplank,Aphelios,Thresh,JUNGLE,DIAMOND,"['Kayn', 'Viego', 'Sylas']",115.0,106.0,0.520361991,False,True,False,True
2,Vladimir,Kled,Kayn,Varus,Nami,Fiora,Evelynn,Gangplank,Aphelios,Thresh,TOP,DIAMOND,"['Vayne', 'Jinx', 'Lucian']",88.0,70.0,0.556962025,False,False,False,True
3,Varus,Kled,Kayn,Vladimir,Nami,Fiora,Evelynn,Gangplank,Aphelios,Thresh,BOTTOM,DIAMOND,"['Vayne', 'Diana', 'Caitlyn']",45.0,45.0,0.5,False,False,False,True
4,Nami,Kled,Kayn,Vladimir,Varus,Fiora,Evelynn,Gangplank,Aphelios,Thresh,UTILITY,DIAMOND,"['Nami', 'Morgana', 'Lulu']",110.0,121.0,0.476190476,False,False,False,True
0,Yorick,Shyvana,Akshan,Varus,Heimerdinger,JarvanIV,Belveth,Viktor,Lucian,Rell,TOP,PLATINUM,"['Rengar', 'Graves', 'Kaisa']",140.0,115.0,0.549019608,False,True,False,True
1,Shyvana,Yorick,Akshan,Varus,Heimerdinger,JarvanIV,Belveth,Viktor,Lucian,Rell,JUNGLE,PLATINUM,"['Shyvana', 'Zed', 'Renekton']",36.0,28.0,0.5625,False,True,False,True
2,Akshan,Yorick,Shyvana,Varus,Heimerdinger,JarvanIV,Belveth,Viktor,Lucian,Rell,MIDDLE,DIAMOND,"['Fizz', 'LeeSin', 'Katarina']",86.0,89.0,0.491428571,False,False,True,True
3,Varus,Yorick,Shyvana,Akshan,Heimerdinger,JarvanIV,Belveth,Viktor,Lucian,Rell,BOTTOM,DIAMOND,"['Vayne', 'Diana', 'Caitlyn']",45.0,45.0,0.5,False,False,False,True
4,Heimerdinger,Yorick,Shyvana,Akshan,Varus,JarvanIV,Belveth,Viktor,Lucian,Rell,UTILITY,DIAMOND,"['LeeSin', 'Lissandra', 'Khazix']",195.0,190.0,0.506493506,False,True,False,True
0,Jax,Nidalee,Yone,Samira,Nautilus,Mordekaiser,Belveth,Renekton,Varus,Sona,TOP,DIAMOND,"['Fiora', 'LeeSin', 'Lucian']",39.0,43.0,0.475609756,False,True,False,False
1,Nidalee,Jax,Yone,Samira,Nautilus,Mordekaiser,Belveth,Renekton,Varus,Sona,JUNGLE,MASTER,"['Graves', 'Nidalee', 'LeeSin']",162.0,158.0,0.50625,False,True,True,False
2,Yone,Jax,Nidalee,Samira,Nautilus,Mordekaiser,Belveth,Renekton,Varus,Sona,MIDDLE,DIAMOND,"['Lux', 'Ahri', 'Caitlyn']",47.0,46.0,0.505376344,False,False,False,False
3,Samira,Jax,Nidalee,Yone,Nautilus,Mordekaiser,Belveth,Renekton,Varus,Sona,BOTTOM,DIAMOND,"['Corki', 'Kaisa', 'Veigar']",163.0,140.0,0.537953795,True,False,False,False
4,Nautilus,Jax,Nidalee,Yone,Samira,Mordekaiser,Belveth,Renekton,Varus,Sona,UTILITY,GOLD,"['Thresh', 'Janna', 'Nami']",10.0,20.0,0.333333333,False,False,False,False
0,Riven,Karthus,Zed,Ashe,Velkoz,Ornn,JarvanIV,Seraphine,Varus,Annie,TOP,DIAMOND,"['Riven', 'Yasuo', 'Jax']",129.0,113.0,0.533057851,False,False,False,True
1,Karthus,Riven,Zed,Ashe,Velkoz,Ornn,JarvanIV,Seraphine,Varus,Annie,JUNGLE,DIAMOND,"['Maokai', 'Graves', 'Karthus']",185.0,199.0,0.481770833,True,False,False,True
2,Zed,Riven,Karthus,Ashe,Velkoz,Ornn,JarvanIV,Seraphine,Varus,Annie,MIDDLE,DIAMOND,"['Zed', 'Viktor', 'Anivia']",26.0,26.0,0.5,False,True,False,True
3,Ashe,Riven,Karthus,Zed,Velkoz,Ornn,JarvanIV,Seraphine,Varus,Annie,BOTTOM,DIAMOND,"['Kayle', 'Ashe', 'Vi']",51.0,41.0,0.554347826,False,True,False,True
0,Alistar,MonkeyKing,Zed,Varus,Annie,Gangplank,Viego,Ahri,Tristana,Leona,TOP,DIAMOND,"['Riven', 'Yasuo', 'Jax']",129.0,113.0,0.533057851,False,False,False,False
1,MonkeyKing,Alistar,Zed,Varus,Annie,Gangplank,Viego,Ahri,Tristana,Leona,JUNGLE,DIAMOND,"['Maokai', 'Graves', 'Karthus']",185.0,199.0,0.481770833,True,False,False,False
2,Zed,Alistar,MonkeyKing,Varus,Annie,Gangplank,Viego,Ahri,Tristana,Leona,MIDDLE,DIAMOND,"['Zed', 'Viktor', 'Anivia']",26.0,26.0,0.5,False,True,False,False
3,Varus,Alistar,MonkeyKing,Zed,Annie,Gangplank,Viego,Ahri,Tristana,Leona,BOTTOM,DIAMOND,"['Vayne', 'Diana', 'Caitlyn']",45.0,45.0,0.5,False,False,False,False
4,Annie,Alistar,MonkeyKing,Zed,Varus,Gangplank,Viego,Ahri,Tristana,Leona,UTILITY,GOLD,"['Skarner', 'LeeSin', 'Khazix']",19.0,5.0,0.791666667,False,False,True,False
0,JarvanIV,Zac,AurelionSol,Xayah,Rakan,MonkeyKing,Kayn,Cassiopeia,Varus,Blitzcrank,TOP,DIAMOND,"['Gragas', 'Gangplank', 'Riven']",24.0,18.0,0.571428571,False,True,True,False
1,Zac,JarvanIV,AurelionSol,Xayah,Rakan,MonkeyKing,Kayn,Cassiopeia,Varus,Blitzcrank,JUNGLE,PLATINUM,"['Nidalee', 'Ekko', 'Kindred']",4.0,8.0,0.333333333,False,False,False,False
2,AurelionSol,JarvanIV,Zac,Xayah,Rakan,MonkeyKing,Kayn,Cassiopeia,Varus,Blitzcrank,MIDDLE,DIAMOND,"['Lucian', 'Jhin', 'Kaisa']",12.0,20.0,0.375,False,True,False,False
3,Xayah,JarvanIV,Zac,AurelionSol,Rakan,MonkeyKing,Kayn,Cassiopeia,Varus,Blitzcrank,BOTTOM,DIAMOND,"['Jhin', 'Ezreal', 'Twitch']",45.0,35.0,0.5625,False,True,False,False
4,Rakan,JarvanIV,Zac,AurelionSol,Xayah,MonkeyKing,Kayn,Cassiopeia,Varus,Blitzcrank,UTILITY,DIAMOND,"['Kayn', 'Sejuani', 'Volibear']",96.0,107.0,0.472906404,False,True,False,False
0,Fiora,JarvanIV,Qiyana,Kaisa,Veigar,Camille,Vi,Katarina,Varus,Seraphine,TOP,MASTER,"['Fiora', 'Yone', 'Irelia']",128.0,126.0,0.503937008,False,True,False,True
1,JarvanIV,Fiora,Qiyana,Kaisa,Veigar,Camille,Vi,Katarina,Varus,Seraphine,JUNGLE,DIAMOND,"['Khazix', 'Vladimir', 'Viktor']",13.0,9.0,0.590909091,False,False,True,True
2,Qiyana,Fiora,JarvanIV,Kaisa,Veigar,Camille,Vi,Katarina,Varus,Seraphine,MIDDLE,DIAMOND,"['Qiyana', 'Riven', 'Zoe']",43.0,31.0,0.581081081,False,False,False,True
3,Kaisa,Fiora,JarvanIV,Qiyana,Veigar,Camille,Vi,Katarina,Varus,Seraphine,BOTTOM,DIAMOND,"['Vayne', 'LeeSin', 'Ezreal']",134.0,118.0,0.531746032,False,True,False,True
4,Veigar,Fiora,JarvanIV,Qiyana,Kaisa,Camille,Vi,Katarina,Varus,Seraphine,UTILITY,DIAMOND,"['Veigar', 'Cassiopeia', 'Annie']",63.0,77.0,0.45,True,False,False,True
0,Jax,RekSai,Sylas,Varus,Lulu,Gragas,MasterYi,Zed,KogMaw,Brand,TOP,SILVER,"['Singed', 'Blitzcrank', 'Ornn']",5.0,5.0,0.5,False,False,False,False
1,RekSai,Jax,Sylas,Varus,Lulu,Gragas,MasterYi,Zed,KogMaw,Brand,JUNGLE,DIAMOND,"['Sylas', 'Talon', 'Kaisa']",111.0,123.0,0.474358974,False,False,False,False
2,Sylas,Jax,RekSai,Varus,Lulu,Gragas,MasterYi,Zed,KogMaw,Brand,MIDDLE,DIAMOND,"['Sylas', 'Kassadin', 'LeeSin']",59.0,42.0,0.584158416,False,False,False,False
3,Varus,Jax,RekSai,Sylas,Lulu,Gragas,MasterYi,Zed,KogMaw,Brand,BOTTOM,DIAMOND,"['Vayne', 'Diana', 'Caitlyn']",45.0,45.0,0.5,False,False,False,False
4,Lulu,Jax,RekSai,Sylas,Varus,Gragas,MasterYi,Zed,KogMaw,Brand,UTILITY,DIAMOND,"['Soraka', 'Yuumi', 'Lux']",50.0,52.0,0.490196078,False,False,False,False
0,Garen,Rammus,Lux,Caitlyn,Rell,Gwen,MonkeyKing,Nautilus,Varus,Yasuo,TOP,SILVER,"['Garen', 'Ornn', 'Chogath']",65.0,48.0,0.575221239,False,False,False,False
1,Rammus,Garen,Lux,Caitlyn,Rell,Gwen,MonkeyKing,Nautilus,Varus,Yasuo,JUNGLE,GOLD,"['Jhin', 'Ezreal', 'Lucian']",11.0,9.0,0.55,False,True,False,False
2,Lux,Garen,Rammus,Caitlyn,Rell,Gwen,MonkeyKing,Nautilus,Varus,Yasuo,MIDDLE,SILVER,"['Jhin', 'Caitlyn', 'Ezreal']",36.0,34.0,0.514285714,False,False,False,False
3,Caitlyn,Garen,Rammus,Lux,Rell,Gwen,MonkeyKing,Nautilus,Varus,Yasuo,BOTTOM,DIAMOND,"['Vayne', 'Diana', 'Caitlyn']",45.0,45.0,0.5,False,False,False,False
4,Rell,Garen,Rammus,Lux,Caitlyn,Gwen,MonkeyKing,Nautilus,Varus,Yasuo,UTILITY,BRONZE,"['Thresh', 'Bard', 'Shen']",26.0,28.0,0.481481481,False,False,False,False
0,Gangplank,Evelynn,Katarina,Xayah,Karma,Teemo,LeeSin,Zed,Varus,Lulu,TOP,DIAMOND,"['Kaisa', 'Fizz', 'LeeSin']",163.0,148.0,0.524115756,True,False,False,False
1,Evelynn,Gangplank,Katarina,Xayah,Karma,Teemo,LeeSin,Zed,Varus,Lulu,JUNGLE,MASTER,"['Evelynn', 'Soraka', 'Lulu']",332.0,352.0,0.485380117,False,True,False,False
2,Katarina,Gangplank,Evelynn,Xayah,Karma,Teemo,LeeSin,Zed,Varus,Lulu,MIDDLE,SILVER,"['Katarina', 'Akali', 'Neeko']",12.0,14.0,0.461538462,False,False,True,False
3,Xayah,Gangplank,Evelynn,Katarina,Karma,Teemo,LeeSin,Zed,Varus,Lulu,BOTTOM,MASTER,"['Aatrox', 'Ekko', 'Fiora']",99.0,107.0,0.480582524,False,True,True,False
4,Karma,Gangplank,Evelynn,Katarina,Xayah,Teemo,LeeSin,Zed,Varus,Lulu,UTILITY,DIAMOND,"['Karma', 'Udyr', 'Brand']",147.0,164.0,0.47266881,False,True,False,False
0,Jax,Kayn,Vladimir,Tristana,Pyke,Camille,Fiddlesticks,Ahri,Varus,JarvanIV,TOP,DIAMOND,"['Rengar', 'Sylas', 'KSante']",63.0,49.0,0.5625,False,True,False,True
1,Kayn,Jax,Vladimir,Tristana,Pyke,Camille,Fiddlesticks,Ahri,Varus,JarvanIV,JUNGLE,DIAMOND,"['Kayn', 'Evelynn', 'Yasuo']",48.0,43.0,0.527472527,False,False,False,True
2,Vladimir,Jax,Kayn,Tristana,Pyke,Camille,Fiddlesticks,Ahri,Varus,JarvanIV,MIDDLE,DIAMOND,"['Vladimir', 'Irelia', 'Kassadin']",55.0,54.0,0.504587156,False,False,False,True
3,Tristana,Jax,Kayn,Vladimir,Pyke,Camille,Fiddlesticks,Ahri,Varus,JarvanIV,BOTTOM,DIAMOND,"['Vayne', 'KogMaw', 'Jhin']",163.0,154.0,0.514195584,True,False,False,True
4,Pyke,Jax,Kayn,Vladimir,Tristana,Camille,Fiddlesticks,Ahri,Varus,JarvanIV,UTILITY,DIAMOND,"['Pyke', 'Thresh', 'Alistar']",9.0,10.0,0.473684211,False,True,False,True
0,Ornn,JarvanIV,Viktor,Caitlyn,Thresh,Garen,Graves,Veigar,Zeri,Heimerdinger,TOP,DIAMOND,"['Jax', 'Kled', 'Yasuo']",20.0,31.0,0.392156863,False,False,True,True
1,JarvanIV,Ornn,Viktor,Caitlyn,Thresh,Garen,Graves,Veigar,Zeri,Heimerdinger,JUNGLE,MASTER,"['Graves', 'LeeSin', 'Viego']",88.0,80.0,0.523809524,False,False,True,True
2,Viktor,Ornn,JarvanIV,Caitlyn,Thresh,Garen,Graves,Veigar,Zeri,Heimerdinger,MIDDLE,DIAMOND,"['Sylas', 'Talon', 'Vladimir']",88.0,89.0,0.497175141,False,True,False,True
3,Caitlyn,Ornn,JarvanIV,Viktor,Thresh,Garen,Graves,Veigar,Zeri,Heimerdinger,BOTTOM,MASTER,"['Ezreal', 'Caitlyn', 'Jhin']",185.0,166.0,0.527065527,False,True,True,True
4,Thresh,Ornn,JarvanIV,Viktor,Caitlyn,Garen,Graves,Veigar,Zeri,Heimerdinger,UTILITY,DIAMOND,"['Thresh', 'Draven', 'Alistar']",21.0,26.0,0.446808511,False,False,True,True
0,Warwick,Rammus,Talon,Veigar,Thresh,KSante,XinZhao,Kassadin,Vayne,Nautilus,TOP,SILVER,"['Yone', 'Teemo', 'Warwick']",34.0,26.0,0.566666667,False,True,False,False
1,Rammus,Warwick,Talon,Veigar,Thresh,KSante,XinZhao,Kassadin,Vayne,Nautilus,JUNGLE,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,False
4,Thresh,Warwick,Rammus,Talon,Veigar,KSante,XinZhao,Kassadin,Vayne,Nautilus,UTILITY,DIAMOND,"['Braum', 'Ashe', 'Karma']",80.0,94.0,0.459770115,False,False,False,False
0,Warwick,Lillia,Taliyah,Draven,Senna,Mordekaiser,MasterYi,Annie,Jinx,Pyke,TOP,SILVER,"['Yone', 'Teemo', 'Warwick']",34.0,26.0,0.566666667,False,True,False,False
1,Lillia,Warwick,Taliyah,Draven,Senna,Mordekaiser,MasterYi,Annie,Jinx,Pyke,JUNGLE,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,False
4,Senna,Warwick,Lillia,Taliyah,Draven,Mordekaiser,MasterYi,Annie,Jinx,Pyke,UTILITY,DIAMOND,"['Braum', 'Ashe', 'Karma']",80.0,94.0,0.459770115,False,False,False,False
0,Warwick,Ivern,Zilean,Karthus,Senna,TahmKench,Hecarim,Anivia,Ashe,Twitch,TOP,SILVER,"['Yone', 'Teemo', 'Warwick']",34.0,26.0,0.566666667,False,True,False,True
1,Ivern,Warwick,Zilean,Karthus,Senna,TahmKench,Hecarim,Anivia,Ashe,Twitch,JUNGLE,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,True
4,Senna,Warwick,Ivern,Zilean,Karthus,TahmKench,Hecarim,Anivia,Ashe,Twitch,UTILITY,DIAMOND,"['Braum', 'Ashe', 'Karma']",80.0,94.0,0.459770115,False,False,False,True
3,Braum,Nasus,Kayn,Zilean,Xayah,Quinn,JarvanIV,Viktor,Kaisa,Senna,UTILITY,DIAMOND,"['Braum', 'Ashe', 'Karma']",80.0,94.0,0.459770115,False,False,False,True
4,Xayah,Nasus,Kayn,Zilean,Braum,Quinn,JarvanIV,Viktor,Kaisa,Senna,BOTTOM,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,True
1,JarvanIV,Darius,AurelionSol,Ezreal,Annie,Sett,Ivern,Orianna,Seraphine,Senna,JUNGLE,PLATINUM,"['LeeSin', 'Vayne', 'Thresh']",7.0,3.0,0.7,False,False,False,False
3,Ezreal,Darius,JarvanIV,AurelionSol,Annie,Sett,Ivern,Orianna,Seraphine,Senna,BOTTOM,DIAMOND,"['Jhin', 'Kaisa', 'Lucian']",91.0,81.0,0.529069767,False,False,False,False
4,Annie,Darius,JarvanIV,AurelionSol,Ezreal,Sett,Ivern,Orianna,Seraphine,Senna,UTILITY,DIAMOND,"['LeeSin', 'Thresh', 'Renekton']",22.0,19.0,0.536585366,False,True,False,False
0,Nasus,Udyr,Illaoi,Varus,Morgana,LeeSin,Sion,Akali,Caitlyn,Lux,TOP,PLATINUM,"['Ahri', 'Gangplank', 'Janna']",22.0,3.0,0.88,False,False,False,False
1,Udyr,Nasus,Illaoi,Varus,Morgana,LeeSin,Sion,Akali,Caitlyn,Lux,JUNGLE,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,False
4,Morgana,Nasus,Udyr,Illaoi,Varus,LeeSin,Sion,Akali,Caitlyn,Lux,UTILITY,MASTER,"['Lux', 'Annie', 'Blitzcrank']",178.0,166.0,0.51744186,False,True,False,False
0,Garen,Diana,Yasuo,Jhin,Alistar,Vayne,Udyr,Graves,Ezreal,Rakan,TOP,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,False
1,Diana,Garen,Yasuo,Jhin,Alistar,Vayne,Udyr,Graves,Ezreal,Rakan,JUNGLE,DIAMOND,"['Nunu', 'LeeSin', 'Zilean']",116.0,118.0,0.495726496,False,True,False,False
2,Yasuo,Garen,Diana,Jhin,Alistar,Vayne,Udyr,Graves,Ezreal,Rakan,MIDDLE,MASTER,"['Yasuo', 'Anivia', 'Ekko']",128.0,89.0,0.589861751,False,True,False,False
3,Jhin,Garen,Diana,Yasuo,Alistar,Vayne,Udyr,Graves,Ezreal,Rakan,BOTTOM,DIAMOND,"['Jhin', 'Lulu', 'Kaisa']",30.0,26.0,0.535714286,False,False,False,False
4,Alistar,Garen,Diana,Yasuo,Jhin,Vayne,Udyr,Graves,Ezreal,Rakan,UTILITY,DIAMOND,"['Karma', 'Alistar', 'Lulu']",51.0,44.0,0.536842105,False,True,False,False
0,Jax,Vi,Fizz,Caitlyn,Lux,Garen,Amumu,AurelionSol,Varus,Ashe,TOP,PLATINUM,"['Camille', 'Jax', 'MasterYi']",21.0,7.0,0.75,False,True,True,False
1,Vi,Jax,Fizz,Caitlyn,Lux,Garen,Amumu,AurelionSol,Varus,Ashe,JUNGLE,DIAMOND,"['JarvanIV', 'Vi', 'Elise']",35.0,18.0,0.660377358,False,True,True,False
2,Fizz,Jax,Vi,Caitlyn,Lux,Garen,Amumu,AurelionSol,Varus,Ashe,MIDDLE,DIAMOND,"['Lux', 'Zoe', 'Ashe']",38.0,38.0,0.5,False,False,False,False
3,Caitlyn,Jax,Vi,Fizz,Lux,Garen,Amumu,AurelionSol,Varus,Ashe,BOTTOM,DIAMOND,"['Bard', 'Caitlyn', 'Ezreal']",35.0,18.0,0.660377358,False,True,True,False
4,Lux,Jax,Vi,Fizz,Caitlyn,Garen,Amumu,AurelionSol,Varus,Ashe,UTILITY,DIAMOND,"['Senna', 'Karma', 'Janna']",102.0,89.0,0.534031414,True,False,False,False
0,Garen,Khazix,Velkoz,Caitlyn,Seraphine,Darius,Viego,Taliyah,Jhin,Karma,TOP,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,True
1,Khazix,Garen,Velkoz,Caitlyn,Seraphine,Darius,Viego,Taliyah,Jhin,Karma,JUNGLE,PLATINUM,"['Shaco', 'Khazix', 'Rengar']",12.0,12.0,0.5,False,False,True,True
3,Caitlyn,Garen,Khazix,Velkoz,Seraphine,Darius,Viego,Taliyah,Jhin,Karma,BOTTOM,MASTER,"['Caitlyn', 'Kaisa', 'Jinx']",103.0,119.0,0.463963964,False,True,False,True
4,Seraphine,Garen,Khazix,Velkoz,Caitlyn,Darius,Viego,Taliyah,Jhin,Karma,UTILITY,MASTER,"['Nami', 'Karma', 'Nautilus']",32.0,14.0,0.695652174,False,False,False,True
0,Garen,Vi,Vex,Xayah,Sona,Trundle,Hecarim,Twitch,Zoe,Nami,TOP,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,False
1,Vi,Garen,Vex,Xayah,Sona,Trundle,Hecarim,Twitch,Zoe,Nami,JUNGLE,PLATINUM,"['MissFortune', 'Brand', 'Leona']",48.0,18.0,0.727272727,False,True,False,False
2,Vex,Garen,Vi,Xayah,Sona,Trundle,Hecarim,Twitch,Zoe,Nami,MIDDLE,DIAMOND,"['Bard', 'Jhin', 'Vex']",95.0,95.0,0.5,False,False,False,False
3,Xayah,Garen,Vi,Vex,Sona,Trundle,Hecarim,Twitch,Zoe,Nami,BOTTOM,DIAMOND,"['Ezreal', 'Kaisa', 'Lucian']",56.0,59.0,0.486956522,False,False,False,False
4,Sona,Garen,Vi,Vex,Xayah,Trundle,Hecarim,Twitch,Zoe,Nami,UTILITY,DIAMOND,"['Sona', 'Seraphine', 'Soraka']",218.0,195.0,0.527845036,False,False,False,False
0,Garen,Kayn,Sylas,Ezreal,Sona,Shen,Volibear,Sett,Twitch,Thresh,TOP,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,False
1,Kayn,Garen,Sylas,Ezreal,Sona,Shen,Volibear,Sett,Twitch,Thresh,JUNGLE,DIAMOND,"['Graves', 'Draven', 'Rengar']",38.0,48.0,0.441860465,False,False,False,False
2,Sylas,Garen,Kayn,Ezreal,Sona,Shen,Volibear,Sett,Twitch,Thresh,MIDDLE,GOLD,"['Sylas', 'LeeSin', 'Irelia']",15.0,11.0,0.576923077,False,False,False,False
3,Ezreal,Garen,Kayn,Sylas,Sona,Shen,Volibear,Sett,Twitch,Thresh,BOTTOM,DIAMOND,"['Thresh', 'Vayne', 'Kaisa']",99.0,111.0,0.471428571,False,False,False,False
4,Sona,Garen,Kayn,Sylas,Ezreal,Shen,Volibear,Sett,Twitch,Thresh,UTILITY,DIAMOND,"['Thresh', 'Taric', 'Rell']",130.0,142.0,0.477941176,False,True,False,False
0,Garen,LeeSin,Kassadin,Caitlyn,Swain,Kled,Shaco,Yuumi,Xayah,Akali,TOP,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,True
1,LeeSin,Garen,Kassadin,Caitlyn,Swain,Kled,Shaco,Yuumi,Xayah,Akali,JUNGLE,DIAMOND,"['Jhin', 'Pyke', 'Yasuo']",230.0,157.0,0.594315245,False,False,False,True
2,Kassadin,Garen,LeeSin,Caitlyn,Swain,Kled,Shaco,Yuumi,Xayah,Akali,MIDDLE,DIAMOND,"['Zed', 'Sylas', 'Akali']",44.0,47.0,0.483516484,False,False,False,True
3,Caitlyn,Garen,LeeSin,Kassadin,Swain,Kled,Shaco,Yuumi,Xayah,Akali,BOTTOM,DIAMOND,"['Caitlyn', 'Kaisa', 'Ezreal']",46.0,17.0,0.73015873,False,False,False,True
4,Swain,Garen,LeeSin,Kassadin,Caitlyn,Kled,Shaco,Yuumi,Xayah,Akali,UTILITY,DIAMOND,"['Syndra', 'Viktor', 'Akali']",29.0,30.0,0.491525424,False,True,False,True
1,Shaco,Riven,Yone,Ashe,Velkoz,Garen,MonkeyKing,Ziggs,Samira,Lux,JUNGLE,DIAMOND,"['Shaco', 'Yasuo', 'Graves']",99.0,80.0,0.553072626,False,True,True,True
2,Yone,Riven,Shaco,Ashe,Velkoz,Garen,MonkeyKing,Ziggs,Samira,Lux,MIDDLE,MASTER,"['Yone', 'Taliyah', 'Yasuo']",102.0,82.0,0.554347826,False,True,False,True
3,Ashe,Riven,Shaco,Yone,Velkoz,Garen,MonkeyKing,Ziggs,Samira,Lux,BOTTOM,DIAMOND,"['Kayle', 'Ashe', 'Vi']",51.0,41.0,0.554347826,False,True,False,True
0,Garen,Viego,Anivia,Samira,Leona,Ornn,JarvanIV,Katarina,Kaisa,Alistar,TOP,DIAMOND,"['Garen', 'Sett', 'Darius']",60.0,59.0,0.504201681,False,False,False,False
1,Viego,Garen,Anivia,Samira,Leona,Ornn,JarvanIV,Katarina,Kaisa,Alistar,JUNGLE,GOLD,"['Hecarim', 'Talon', 'Blitzcrank']",23.0,20.0,0.534883721,False,False,False,False
2,Anivia,Garen,Viego,Samira,Leona,Ornn,JarvanIV,Katarina,Kaisa,Alistar,MIDDLE,DIAMOND,"['Anivia', 'Ekko', 'Tryndamere']",70.0,47.0,0.598290598,False,False,False,False
3,Samira,Garen,Viego,Anivia,Leona,Ornn,JarvanIV,Katarina,Kaisa,Alistar,BOTTOM,DIAMOND,"['Samira', 'LeeSin', 'Jhin']",31.0,25.0,0.553571429,False,True,False,False
4,Leona,Garen,Viego,Anivia,Samira,Ornn,JarvanIV,Katarina,Kaisa,Alistar,UTILITY,DIAMOND,"['Karma', 'Lulu', 'Pyke']",97.0,101.0,0.48989899,True,False,False,False
0,Jax,Kindred,Galio,Nilah,Brand,Garen,JarvanIV,Viktor,Caitlyn,Ashe,TOP,MASTER,"['Riven', 'Jax', 'Yasuo']",275.0,268.0,0.506445672,False,True,False,False
1,Kindred,Jax,Galio,Nilah,Brand,Garen,JarvanIV,Viktor,Caitlyn,Ashe,JUNGLE,MASTER,"['Graves', 'LeeSin', 'Zed']",47.0,52.0,0.474747475,False,False,False,False
2,Galio,Jax,Kindred,Nilah,Brand,Garen,JarvanIV,Viktor,Caitlyn,Ashe,MIDDLE,MASTER,"['Yone', 'Sylas', 'Diana']",128.0,114.0,0.52892562,False,True,False,False
3,Nilah,Jax,Kindred,Galio,Brand,Garen,JarvanIV,Viktor,Caitlyn,Ashe,BOTTOM,DIAMOND,"['Garen', 'Tryndamere', 'Kassadin']",94.0,105.0,0.472361809,True,False,False,False
4,Brand,Jax,Kindred,Galio,Nilah,Garen,JarvanIV,Viktor,Caitlyn,Ashe,UTILITY,DIAMOND,"['Bard', 'Thresh', 'Gnar']",177.0,172.0,0.507163324,False,True,False,False
0,Jax,Vi,Ekko,Ezreal,Yuumi,Garen,JarvanIV,Sylas,Zeri,Xerath,TOP,DIAMOND,"['Ezreal', 'Vayne', 'Yasuo']",48.0,48.0,0.5,False,True,False,True
1,Vi,Jax,Ekko,Ezreal,Yuumi,Garen,JarvanIV,Sylas,Zeri,Xerath,JUNGLE,DIAMOND,"['JarvanIV', 'Pantheon', 'Hecarim']",65.0,67.0,0.492424242,False,False,False,True
2,Ekko,Jax,Vi,Ezreal,Yuumi,Garen,JarvanIV,Sylas,Zeri,Xerath,MIDDLE,PLATINUM,"['Ekko', 'Renekton', 'Leblanc']",9.0,6.0,0.6,False,False,True,True
