,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
3,Jinx,Gnar,Karthus,Zed,Alistar,Malphite,Sejuani,Heimerdinger,Twitch,Rakan,BOTTOM,DIAMOND,"['Zed', 'Yasuo', 'Katarina']",201,226,0.470725995,FALSE,TRUE,FALSE,FALSE
4,Alistar,Gnar,Karthus,Zed,Jinx,Malphite,Sejuani,Heimerdinger,Twitch,Rakan,UTILITY,,[],,,,,,,FALSE
0,Garen,Belveth,Zed,Samira,Pyke,Gragas,Graves,Viktor,Vayne,Alistar,TOP,MASTER,"['Garen', 'Ekko', 'Vladimir']",66,62,0.515625,FALSE,TRUE,FALSE,FALSE
1,Belveth,Garen,Zed,Samira,Pyke,Gragas,Graves,Viktor,Vayne,Alistar,JUNGLE,MASTER,"['Graves', 'Belveth', 'Kayn']",365,355,0.506944444,TRUE,FALSE,FALSE,FALSE
2,Zed,Garen,Belveth,Samira,Pyke,Gragas,Graves,Viktor,Vayne,Alistar,MIDDLE,MASTER,"['Zed', 'Yasuo', 'Yone']",17,8,0.68,FALSE,FALSE,FALSE,FALSE
3,Samira,Garen,Belveth,Zed,Pyke,Gragas,Graves,Viktor,Vayne,Alistar,BOTTOM,DIAMOND,"['Zed', 'Yasuo', 'Katarina']",201,226,0.470725995,FALSE,TRUE,FALSE,FALSE
4,Pyke,Garen,Belveth,Zed,Samira,Gragas,Graves,Viktor,Vayne,Alistar,UTILITY,SILVER,"['LeeSin', 'Ezreal', 'Vayne']",18,19,0.486486486,FALSE,FALSE,TRUE,FALSE
0,Gwen,Vi,Akali,Ashe,Annie,Irelia,Udyr,Yasuo,Jinx,Thresh,TOP,MASTER,"['Kled', 'Camille', 'Sion']",123,103,0.544247788,FALSE,FALSE,TRUE,TRUE
1,Vi,Gwen,Akali,Ashe,Annie,Irelia,Udyr,Yasuo,Jinx,Thresh,JUNGLE,MASTER,"['Bard', 'Thresh', 'Nautilus']",399,379,0.51285347,TRUE,FALSE,FALSE,TRUE
2,Akali,Gwen,Vi,Ashe,Annie,Irelia,Udyr,Yasuo,Jinx,Thresh,MIDDLE,MASTER,"['Akali', 'Lux', 'Irelia']",43,45,0.488636364,FALSE,FALSE,FALSE,TRUE
3,Ashe,Gwen,Vi,Akali,Annie,Irelia,Udyr,Yasuo,Jinx,Thresh,BOTTOM,MASTER,"['Aphelios', 'Lucian', 'Kaisa']",397,374,0.514915694,TRUE,FALSE,FALSE,TRUE
4,Annie,Gwen,Vi,Akali,Ashe,Irelia,Udyr,Yasuo,Jinx,Thresh,UTILITY,MASTER,"['Annie', 'Talon', 'Gragas']",269,267,0.501865672,FALSE,TRUE,FALSE,TRUE
0,Urgot,Hecarim,Ahri,Jinx,Blitzcrank,Malphite,Ekko,Leblanc,Yasuo,Janna,TOP,MASTER,"['Urgot', 'Tryndamere', 'Yorick']",329,295,0.52724359,FALSE,FALSE,FALSE,FALSE
1,Hecarim,Urgot,Ahri,Jinx,Blitzcrank,Malphite,Ekko,Leblanc,Yasuo,Janna,JUNGLE,MASTER,"['Yasuo', 'LeeSin', 'Zed']",144,142,0.503496503,FALSE,FALSE,FALSE,FALSE
2,Ahri,Urgot,Hecarim,Jinx,Blitzcrank,Malphite,Ekko,Leblanc,Yasuo,Janna,MIDDLE,MASTER,"['Zoe', 'Ahri', 'Leblanc']",212,194,0.522167488,TRUE,FALSE,FALSE,FALSE
3,Jinx,Urgot,Hecarim,Ahri,Blitzcrank,Malphite,Ekko,Leblanc,Yasuo,Janna,BOTTOM,PLATINUM,"['Yasuo', 'Zed', 'Thresh']",27,22,0.551020408,FALSE,FALSE,FALSE,FALSE
4,Blitzcrank,Urgot,Hecarim,Ahri,Jinx,Malphite,Ekko,Leblanc,Yasuo,Janna,UTILITY,MASTER,"['Veigar', 'Orianna', 'Senna']",133,111,0.545081967,TRUE,FALSE,TRUE,FALSE
0,Veigar,MasterYi,Thresh,JarvanIV,Singed,Kindred,Ryze,Sejuani,Nasus,Velkoz,,SILVER,"['Katarina', 'Zoe', 'Zed']",50,39,0.561797753,FALSE,FALSE,FALSE,TRUE
1,MasterYi,Veigar,Thresh,JarvanIV,Singed,Kindred,Ryze,Sejuani,Nasus,Velkoz,,GOLD,"['Ezreal', 'Vayne', 'Yasuo']",55,39,0.585106383,FALSE,TRUE,FALSE,TRUE
2,Thresh,Veigar,MasterYi,JarvanIV,Singed,Kindred,Ryze,Sejuani,Nasus,Velkoz,,DIAMOND,"['Zed', 'Yasuo', 'Katarina']",201,226,0.470725995,FALSE,TRUE,FALSE,TRUE
3,JarvanIV,Veigar,MasterYi,Thresh,Singed,Kindred,Ryze,Sejuani,Nasus,Velkoz,,GOLD,"['Vladimir', 'Ezreal', 'Yasuo']",37,20,0.649122807,FALSE,FALSE,FALSE,TRUE
4,Singed,Veigar,MasterYi,Thresh,JarvanIV,Kindred,Ryze,Sejuani,Nasus,Velkoz,,DIAMOND,"['Viktor', 'Annie', 'Caitlyn']",26,27,0.490566038,FALSE,FALSE,TRUE,TRUE
0,Veigar,MonkeyKing,Mordekaiser,Jinx,Sona,Ryze,Kassadin,Shen,Xayah,JarvanIV,MIDDLE,GOLD,"['Bard', 'Yasuo', 'LeeSin']",13,13,0.5,FALSE,FALSE,FALSE,TRUE
1,MonkeyKing,Veigar,Mordekaiser,Jinx,Sona,Ryze,Kassadin,Shen,Xayah,JarvanIV,JUNGLE,GOLD,"['Thresh', 'LeeSin', 'Belveth']",46,35,0.567901235,FALSE,FALSE,TRUE,TRUE
2,Mordekaiser,Veigar,MonkeyKing,Jinx,Sona,Ryze,Kassadin,Shen,Xayah,JarvanIV,TOP,PLATINUM,"['Aatrox', 'Gnar', 'Kled']",80,82,0.49382716,FALSE,FALSE,FALSE,TRUE
3,Jinx,Veigar,MonkeyKing,Mordekaiser,Sona,Ryze,Kassadin,Shen,Xayah,JarvanIV,BOTTOM,DIAMOND,"['Thresh', 'Morgana', 'Riven']",83,97,0.461111111,FALSE,FALSE,TRUE,TRUE
4,Sona,Veigar,MonkeyKing,Mordekaiser,Jinx,Ryze,Kassadin,Shen,Xayah,JarvanIV,UTILITY,GOLD,"['Yuumi', 'Nami', 'Seraphine']",18,18,0.5,FALSE,FALSE,FALSE,TRUE
0,Illaoi,Khazix,Cassiopeia,Ezreal,Sona,Irelia,Maokai,Anivia,Vayne,Nautilus,TOP,DIAMOND,"['Illaoi', 'Brand', 'Karthus']",198,175,0.530831099,FALSE,FALSE,TRUE,TRUE
1,Khazix,Illaoi,Cassiopeia,Ezreal,Sona,Irelia,Maokai,Anivia,Vayne,Nautilus,JUNGLE,DIAMOND,"['Khazix', 'Kayn', 'Thresh']",345,363,0.487288136,FALSE,TRUE,TRUE,TRUE
2,Cassiopeia,Illaoi,Khazix,Ezreal,Sona,Irelia,Maokai,Anivia,Vayne,Nautilus,MIDDLE,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,TRUE
3,Ezreal,Illaoi,Khazix,Cassiopeia,Sona,Irelia,Maokai,Anivia,Vayne,Nautilus,BOTTOM,DIAMOND,"['Ezreal', 'Zeri', 'Samira']",32,10,0.761904762,FALSE,TRUE,FALSE,TRUE
4,Sona,Illaoi,Khazix,Cassiopeia,Ezreal,Irelia,Maokai,Anivia,Vayne,Nautilus,UTILITY,MASTER,"['Sona', 'Leona', 'MonkeyKing']",138,118,0.5390625,FALSE,TRUE,FALSE,TRUE
0,Illaoi,MonkeyKing,Zoe,Seraphine,Thresh,Jayce,Gragas,Kled,Varus,Senna,TOP,DIAMOND,"['Illaoi', 'Brand', 'Karthus']",198,175,0.530831099,FALSE,FALSE,TRUE,FALSE
1,MonkeyKing,Illaoi,Zoe,Seraphine,Thresh,Jayce,Gragas,Kled,Varus,Senna,JUNGLE,MASTER,"['Graves', 'LeeSin', 'Maokai']",142,130,0.522058824,FALSE,FALSE,FALSE,FALSE
2,Zoe,Illaoi,MonkeyKing,Seraphine,Thresh,Jayce,Gragas,Kled,Varus,Senna,MIDDLE,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,FALSE
3,Seraphine,Illaoi,MonkeyKing,Zoe,Thresh,Jayce,Gragas,Kled,Varus,Senna,BOTTOM,MASTER,"['Yuumi', 'Lulu', 'Seraphine']",112,105,0.516129032,FALSE,FALSE,FALSE,FALSE
4,Thresh,Illaoi,MonkeyKing,Zoe,Seraphine,Jayce,Gragas,Kled,Varus,Senna,UTILITY,MASTER,"['Thresh', 'Blitzcrank', 'Morgana']",151,114,0.569811321,FALSE,TRUE,FALSE,FALSE
0,Zed,Shaco,Anivia,Xayah,Thresh,Ornn,Maokai,Viktor,Zeri,Senna,TOP,DIAMOND,"['Varus', 'Yone', 'AurelionSol']",43,40,0.518072289,FALSE,FALSE,FALSE,FALSE
1,Shaco,Zed,Anivia,Xayah,Thresh,Ornn,Maokai,Viktor,Zeri,Senna,JUNGLE,DIAMOND,"['Shaco', 'Diana', 'Brand']",40,35,0.533333333,FALSE,FALSE,FALSE,FALSE
2,Anivia,Zed,Shaco,Xayah,Thresh,Ornn,Maokai,Viktor,Zeri,Senna,MIDDLE,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,FALSE
3,Xayah,Zed,Shaco,Anivia,Thresh,Ornn,Maokai,Viktor,Zeri,Senna,BOTTOM,DIAMOND,"['Jinx', 'Ahri', 'Caitlyn']",227,217,0.511261261,TRUE,FALSE,FALSE,FALSE
4,Thresh,Zed,Shaco,Anivia,Xayah,Ornn,Maokai,Viktor,Zeri,Senna,UTILITY,DIAMOND,"['Vayne', 'Ezreal', 'Samira']",13,5,0.722222222,FALSE,TRUE,FALSE,FALSE
0,Aatrox,Gragas,Zed,Jinx,Thresh,Sion,MonkeyKing,Vex,Xayah,Braum,TOP,DIAMOND,"['Darius', 'Jhin', 'Aatrox']",163,140,0.537953795,FALSE,FALSE,TRUE,TRUE
1,Gragas,Aatrox,Zed,Jinx,Thresh,Sion,MonkeyKing,Vex,Xayah,Braum,JUNGLE,DIAMOND,"['Katarina', 'Ryze', 'Jax']",30,5,0.857142857,FALSE,TRUE,FALSE,TRUE
2,Zed,Aatrox,Gragas,Jinx,Thresh,Sion,MonkeyKing,Vex,Xayah,Braum,MIDDLE,DIAMOND,"['Ezreal', 'Jhin', 'Kaisa']",11,12,0.47826087,FALSE,FALSE,FALSE,TRUE
3,Jinx,Aatrox,Gragas,Zed,Thresh,Sion,MonkeyKing,Vex,Xayah,Braum,BOTTOM,MASTER,"['Ezreal', 'Kaisa', 'Katarina']",130,133,0.494296578,FALSE,TRUE,FALSE,TRUE
4,Thresh,Aatrox,Gragas,Zed,Jinx,Sion,MonkeyKing,Vex,Xayah,Braum,UTILITY,DIAMOND,"['Lux', 'Karma', 'Ahri']",38,9,0.808510638,FALSE,TRUE,FALSE,TRUE
0,Malphite,Zac,Qiyana,Draven,Nautilus,Darius,Diana,Yasuo,Zeri,Sona,TOP,PLATINUM,"['Jayce', 'Irelia', 'Jax']",9,2,0.818181818,FALSE,FALSE,FALSE,TRUE
1,Zac,Malphite,Qiyana,Draven,Nautilus,Darius,Diana,Yasuo,Zeri,Sona,JUNGLE,DIAMOND,"['Ekko', 'Nocturne', 'MonkeyKing']",31,6,0.837837838,FALSE,TRUE,TRUE,TRUE
2,Qiyana,Malphite,Zac,Draven,Nautilus,Darius,Diana,Yasuo,Zeri,Sona,MIDDLE,MASTER,"['Qiyana', 'Gangplank', 'Zed']",191,187,0.505291005,TRUE,FALSE,TRUE,TRUE
3,Draven,Malphite,Zac,Qiyana,Nautilus,Darius,Diana,Yasuo,Zeri,Sona,BOTTOM,MASTER,"['Draven', 'Varus', 'Lucian']",74,47,0.611570248,FALSE,TRUE,FALSE,TRUE
4,Nautilus,Malphite,Zac,Qiyana,Draven,Darius,Diana,Yasuo,Zeri,Sona,UTILITY,MASTER,"['Xayah', 'Ezreal', 'Diana']",95,64,0.597484277,FALSE,FALSE,TRUE,TRUE
0,Olaf,Khazix,AurelionSol,Varus,Annie,Jax,Belveth,Galio,Kaisa,Milio,TOP,,"['Camille', 'Sylas', 'Jax']",,,,,,,FALSE
1,Khazix,Olaf,AurelionSol,Varus,Annie,Jax,Belveth,Galio,Kaisa,Milio,JUNGLE,MASTER,"['Graves', 'Diana', 'Zac']",141,145,0.493006993,FALSE,TRUE,FALSE,FALSE
2,AurelionSol,Olaf,Khazix,Varus,Annie,Jax,Belveth,Galio,Kaisa,Milio,MIDDLE,DIAMOND,"['Akshan', 'Sylas', 'Talon']",38,30,0.558823529,FALSE,FALSE,FALSE,FALSE
3,Varus,Olaf,Khazix,AurelionSol,Annie,Jax,Belveth,Galio,Kaisa,Milio,BOTTOM,DIAMOND,"['Ekko', 'Kassadin', 'Jayce']",112,113,0.497777778,FALSE,FALSE,FALSE,FALSE
4,Annie,Olaf,Khazix,AurelionSol,Varus,Jax,Belveth,Galio,Kaisa,Milio,UTILITY,DIAMOND,"['Brand', 'Swain', 'Morgana']",465,445,0.510989011,FALSE,FALSE,FALSE,FALSE
0,Chogath,Nidalee,Nasus,Caitlyn,Lux,Ornn,Elise,Corki,Draven,Blitzcrank,TOP,MASTER,"['Chogath', 'Fiora', 'Yasuo']",96,89,0.518918919,FALSE,TRUE,FALSE,FALSE
1,Nidalee,Chogath,Nasus,Caitlyn,Lux,Ornn,Elise,Corki,Draven,Blitzcrank,JUNGLE,PLATINUM,"['Nidalee', 'LeeSin', 'Udyr']",24,22,0.52173913,FALSE,FALSE,FALSE,FALSE
2,Nasus,Chogath,Nidalee,Caitlyn,Lux,Ornn,Elise,Corki,Draven,Blitzcrank,MIDDLE,DIAMOND,"['Nasus', 'Amumu', 'Kassadin']",171,174,0.495652174,FALSE,TRUE,FALSE,FALSE
3,Caitlyn,Chogath,Nidalee,Nasus,Lux,Ornn,Elise,Corki,Draven,Blitzcrank,BOTTOM,MASTER,"['Ezreal', 'Riven', 'LeeSin']",109,117,0.482300885,FALSE,TRUE,FALSE,FALSE
4,Lux,Chogath,Nidalee,Nasus,Caitlyn,Ornn,Elise,Corki,Draven,Blitzcrank,UTILITY,DIAMOND,"['Fiora', 'Malphite', 'DrMundo']",33,37,0.471428571,FALSE,FALSE,FALSE,FALSE
0,Malphite,Evelynn,Jayce,Xayah,Milio,Gragas,Ekko,Yone,Jinx,Janna,TOP,MASTER,"['Riven', 'Irelia', 'Akali']",53,43,0.552083333,FALSE,FALSE,FALSE,TRUE
1,Evelynn,Malphite,Jayce,Xayah,Milio,Gragas,Ekko,Yone,Jinx,Janna,JUNGLE,MASTER,"['Evelynn', 'Lucian', 'Malphite']",51,18,0.739130435,FALSE,TRUE,FALSE,TRUE
2,Jayce,Malphite,Evelynn,Xayah,Milio,Gragas,Ekko,Yone,Jinx,Janna,MIDDLE,,[],,,,,,,TRUE
3,Xayah,Malphite,Evelynn,Jayce,Milio,Gragas,Ekko,Yone,Jinx,Janna,BOTTOM,PLATINUM,"['Tristana', 'Samira', 'Xayah']",30,14,0.681818182,FALSE,TRUE,FALSE,TRUE
4,Milio,Malphite,Evelynn,Jayce,Xayah,Gragas,Ekko,Yone,Jinx,Janna,UTILITY,DIAMOND,"['Yuumi', 'Nami', 'Rakan']",459,454,0.502738226,FALSE,TRUE,FALSE,TRUE
0,Mordekaiser,Shaco,Viktor,Tristana,Soraka,Darius,Ekko,Akshan,Chogath,Zyra,TOP,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,TRUE
1,Shaco,Mordekaiser,Viktor,Tristana,Soraka,Darius,Ekko,Akshan,Chogath,Zyra,JUNGLE,MASTER,"['Shaco', 'Graves', 'Ekko']",202,164,0.551912568,FALSE,FALSE,FALSE,TRUE
2,Viktor,Mordekaiser,Shaco,Tristana,Soraka,Darius,Ekko,Akshan,Chogath,Zyra,MIDDLE,DIAMOND,"['Jhin', 'Caitlyn', 'Rakan']",13,12,0.52,FALSE,FALSE,FALSE,TRUE
3,Tristana,Mordekaiser,Shaco,Viktor,Soraka,Darius,Ekko,Akshan,Chogath,Zyra,BOTTOM,GOLD,"['Riven', 'Twitch', 'Garen']",9,9,0.5,FALSE,FALSE,FALSE,TRUE
4,Soraka,Mordekaiser,Shaco,Viktor,Tristana,Darius,Ekko,Akshan,Chogath,Zyra,UTILITY,DIAMOND,"['Soraka', 'Zyra', 'Senna']",110,60,0.647058824,FALSE,FALSE,TRUE,TRUE
0,Darius,Sylas,Zoe,Sivir,Soraka,Vayne,Khazix,Chogath,Ezreal,Annie,TOP,PLATINUM,"['Darius', 'Sion', 'MonkeyKing']",7,6,0.538461538,FALSE,FALSE,FALSE,FALSE
1,Sylas,Darius,Zoe,Sivir,Soraka,Vayne,Khazix,Chogath,Ezreal,Annie,JUNGLE,MASTER,"['Sylas', 'Aatrox', 'Akali']",357,364,0.495145631,FALSE,TRUE,TRUE,FALSE
2,Zoe,Darius,Sylas,Sivir,Soraka,Vayne,Khazix,Chogath,Ezreal,Annie,MIDDLE,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,FALSE
3,Sivir,Darius,Sylas,Zoe,Soraka,Vayne,Khazix,Chogath,Ezreal,Annie,BOTTOM,DIAMOND,"['Aatrox', 'Katarina', 'Kassadin']",30,35,0.461538462,FALSE,FALSE,FALSE,FALSE
4,Soraka,Darius,Sylas,Zoe,Sivir,Vayne,Khazix,Chogath,Ezreal,Annie,UTILITY,PLATINUM,"['Zoe', 'Poppy', 'Akali']",8,7,0.533333333,FALSE,FALSE,FALSE,FALSE
0,Riven,XinZhao,Ekko,Vayne,Vex,Gangplank,Trundle,Anivia,Jinx,Alistar,TOP,MASTER,"['Jax', 'Riven', 'Tryndamere']",112,77,0.592592593,FALSE,FALSE,FALSE,FALSE
1,XinZhao,Riven,Ekko,Vayne,Vex,Gangplank,Trundle,Anivia,Jinx,Alistar,JUNGLE,DIAMOND,"['XinZhao', 'Tristana', 'Elise']",60,32,0.652173913,FALSE,FALSE,FALSE,FALSE
2,Ekko,Riven,XinZhao,Vayne,Vex,Gangplank,Trundle,Anivia,Jinx,Alistar,MIDDLE,DIAMOND,"['Ekko', 'Irelia', 'Kaisa']",63,45,0.583333333,FALSE,FALSE,FALSE,FALSE
3,Vayne,Riven,XinZhao,Ekko,Vex,Gangplank,Trundle,Anivia,Jinx,Alistar,BOTTOM,DIAMOND,"['Jhin', 'Yasuo', 'Ezreal']",122,103,0.542222222,FALSE,FALSE,FALSE,FALSE
4,Vex,Riven,XinZhao,Ekko,Vayne,Gangplank,Trundle,Anivia,Jinx,Alistar,UTILITY,MASTER,"['Swain', 'Gangplank', 'Xerath']",104,109,0.488262911,FALSE,FALSE,TRUE,FALSE
0,Graves,MasterYi,Lux,Kaisa,Blitzcrank,Jax,Rengar,Tristana,Lucian,Milio,TOP,,[],,,,,,,TRUE
1,MasterYi,Graves,Lux,Kaisa,Blitzcrank,Jax,Rengar,Tristana,Lucian,Milio,JUNGLE,MASTER,"['Rengar', 'Riven', 'LeeSin']",88,84,0.511627907,FALSE,FALSE,FALSE,TRUE
2,Lux,Graves,MasterYi,Kaisa,Blitzcrank,Jax,Rengar,Tristana,Lucian,Milio,MIDDLE,DIAMOND,"['Ahri', 'Yasuo', 'Lux']",82,86,0.488095238,FALSE,TRUE,FALSE,TRUE
3,Kaisa,Graves,MasterYi,Lux,Blitzcrank,Jax,Rengar,Tristana,Lucian,Milio,BOTTOM,PLATINUM,"['Kaisa', 'Jinx', 'Irelia']",14,16,0.466666667,FALSE,FALSE,FALSE,TRUE
4,Blitzcrank,Graves,MasterYi,Lux,Kaisa,Jax,Rengar,Tristana,Lucian,Milio,UTILITY,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,TRUE
0,Kayle,Rengar,Galio,Xayah,Milio,Malphite,Karthus,Tryndamere,Kaisa,Thresh,TOP,DIAMOND,"['Camille', 'Kayle', 'Irelia']",46,38,0.547619048,FALSE,FALSE,FALSE,TRUE
1,Rengar,Kayle,Galio,Xayah,Milio,Malphite,Karthus,Tryndamere,Kaisa,Thresh,JUNGLE,MASTER,"['Rengar', 'Zed', 'Graves']",93,56,0.624161074,FALSE,TRUE,TRUE,TRUE
2,Galio,Kayle,Rengar,Xayah,Milio,Malphite,Karthus,Tryndamere,Kaisa,Thresh,MIDDLE,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,TRUE
3,Xayah,Kayle,Rengar,Galio,Milio,Malphite,Karthus,Tryndamere,Kaisa,Thresh,BOTTOM,DIAMOND,"['Lucian', 'Jhin', 'Kaisa']",44,50,0.468085106,FALSE,FALSE,FALSE,TRUE
4,Milio,Kayle,Rengar,Galio,Xayah,Malphite,Karthus,Tryndamere,Kaisa,Thresh,UTILITY,MASTER,"['Mordekaiser', 'Khazix', 'Zac']",253,227,0.527083333,FALSE,TRUE,FALSE,TRUE
0,Nasus,Udyr,Leblanc,Yasuo,Heimerdinger,Jax,Trundle,Zoe,Ashe,Rakan,TOP,DIAMOND,"['Irelia', 'Shyvana', 'Nasus']",468,470,0.498933902,FALSE,FALSE,FALSE,TRUE
1,Udyr,Nasus,Leblanc,Yasuo,Heimerdinger,Jax,Trundle,Zoe,Ashe,Rakan,JUNGLE,DIAMOND,"['Warwick', 'Udyr', 'Volibear']",68,71,0.489208633,FALSE,FALSE,FALSE,TRUE
2,Leblanc,Nasus,Udyr,Yasuo,Heimerdinger,Jax,Trundle,Zoe,Ashe,Rakan,MIDDLE,,[],,,,,,,TRUE
3,Yasuo,Nasus,Udyr,Leblanc,Heimerdinger,Jax,Trundle,Zoe,Ashe,Rakan,BOTTOM,MASTER,"['Yasuo', 'Zed', 'Yone']",235,267,0.46812749,FALSE,TRUE,FALSE,TRUE
4,Heimerdinger,Nasus,Udyr,Leblanc,Yasuo,Jax,Trundle,Zoe,Ashe,Rakan,UTILITY,DIAMOND,"['Heimerdinger', 'Urgot', 'Yorick']",348,336,0.50877193,TRUE,FALSE,FALSE,TRUE
0,Alistar,Fiddlesticks,Veigar,Yasuo,Shaco,Riven,Zac,Vex,MissFortune,Pyke,TOP,MASTER,"['Jayce', 'Camille', 'Irelia']",59,57,0.50862069,FALSE,TRUE,TRUE,TRUE
1,Fiddlesticks,Alistar,Veigar,Yasuo,Shaco,Riven,Zac,Vex,MissFortune,Pyke,JUNGLE,SILVER,"['Udyr', 'Poppy', 'Kindred']",3,7,0.3,FALSE,FALSE,FALSE,TRUE
2,Veigar,Alistar,Fiddlesticks,Yasuo,Shaco,Riven,Zac,Vex,MissFortune,Pyke,MIDDLE,,[],,,,,,,TRUE
3,Yasuo,Alistar,Fiddlesticks,Veigar,Shaco,Riven,Zac,Vex,MissFortune,Pyke,BOTTOM,MASTER,"['Thresh', 'Bard', 'Pyke']",69,69,0.5,FALSE,TRUE,FALSE,TRUE
4,Shaco,Alistar,Fiddlesticks,Veigar,Yasuo,Riven,Zac,Vex,MissFortune,Pyke,UTILITY,DIAMOND,"['Shaco', 'Ekko', 'Xerath']",284,239,0.543021033,FALSE,FALSE,FALSE,TRUE
0,Fiora,Olaf,Katarina,Kaisa,Thresh,Anivia,Vi,Malphite,Xayah,Heimerdinger,TOP,DIAMOND,"['Fiora', 'LeeSin', 'Lucian']",112,111,0.502242152,FALSE,TRUE,FALSE,TRUE
1,Olaf,Fiora,Katarina,Kaisa,Thresh,Anivia,Vi,Malphite,Xayah,Heimerdinger,JUNGLE,DIAMOND,"['Udyr', 'Jax', 'RekSai']",127,102,0.554585153,FALSE,FALSE,FALSE,TRUE
2,Katarina,Fiora,Olaf,Kaisa,Thresh,Anivia,Vi,Malphite,Xayah,Heimerdinger,MIDDLE,DIAMOND,"['Katarina', 'Akali', 'Yasuo']",201,203,0.497524752,FALSE,TRUE,FALSE,TRUE
3,Kaisa,Fiora,Olaf,Katarina,Thresh,Anivia,Vi,Malphite,Xayah,Heimerdinger,BOTTOM,DIAMOND,"['Draven', 'Lucian', 'Caitlyn']",45,43,0.511363636,FALSE,FALSE,FALSE,TRUE
4,Thresh,Fiora,Olaf,Katarina,Kaisa,Anivia,Vi,Malphite,Xayah,Heimerdinger,UTILITY,DIAMOND,"['Ahri', 'Rumble', 'Bard']",48,42,0.533333333,FALSE,FALSE,FALSE,TRUE
0,Sett,Nidalee,Yasuo,Seraphine,Sona,DrMundo,MasterYi,AurelionSol,Caitlyn,Pyke,TOP,MASTER,"['Sett', 'Zac', 'Sion']",184,185,0.498644986,FALSE,FALSE,FALSE,TRUE
1,Nidalee,Sett,Yasuo,Seraphine,Sona,DrMundo,MasterYi,AurelionSol,Caitlyn,Pyke,JUNGLE,MASTER,"['Nidalee', 'Rengar', 'LeeSin']",85,85,0.5,FALSE,FALSE,TRUE,TRUE
2,Yasuo,Sett,Nidalee,Seraphine,Sona,DrMundo,MasterYi,AurelionSol,Caitlyn,Pyke,MIDDLE,MASTER,"['Zoe', 'Yasuo', 'Lux']",63,65,0.4921875,FALSE,TRUE,TRUE,TRUE
3,Seraphine,Sett,Nidalee,Yasuo,Sona,DrMundo,MasterYi,AurelionSol,Caitlyn,Pyke,BOTTOM,MASTER,"['Lux', 'Zyra', 'Quinn']",62,61,0.504065041,FALSE,TRUE,FALSE,TRUE
4,Sona,Sett,Nidalee,Yasuo,Seraphine,DrMundo,MasterYi,AurelionSol,Caitlyn,Pyke,UTILITY,DIAMOND,"['XinZhao', 'Jayce', 'Camille']",87,83,0.511764706,FALSE,TRUE,FALSE,TRUE
0,KSante,JarvanIV,Mordekaiser,Ziggs,Sona,Akshan,Kindred,Chogath,Zeri,Yuumi,TOP,MASTER,"['Sion', 'Kled', 'Renekton']",191,166,0.535014006,FALSE,FALSE,TRUE,TRUE
1,JarvanIV,KSante,Mordekaiser,Ziggs,Sona,Akshan,Kindred,Chogath,Zeri,Yuumi,JUNGLE,MASTER,"['Evelynn', 'Tristana', 'Elise']",355,366,0.492371706,FALSE,TRUE,FALSE,TRUE
2,Mordekaiser,KSante,JarvanIV,Ziggs,Sona,Akshan,Kindred,Chogath,Zeri,Yuumi,MIDDLE,MASTER,"['Camille', 'Mordekaiser', 'Aatrox']",81,92,0.468208092,FALSE,TRUE,TRUE,TRUE
3,Ziggs,KSante,JarvanIV,Mordekaiser,Sona,Akshan,Kindred,Chogath,Zeri,Yuumi,BOTTOM,MASTER,"['Xerath', 'Ornn', 'Syndra']",80,57,0.583941606,FALSE,FALSE,FALSE,TRUE
4,Sona,KSante,JarvanIV,Mordekaiser,Ziggs,Akshan,Kindred,Chogath,Zeri,Yuumi,UTILITY,DIAMOND,"['XinZhao', 'Jayce', 'Camille']",87,83,0.511764706,FALSE,TRUE,FALSE,TRUE
0,Riven,MonkeyKing,Akali,Sivir,Thresh,Yorick,LeeSin,Vex,Ezreal,Swain,TOP,DIAMOND,"['Riven', 'Fiora', 'Pantheon']",95,80,0.542857143,FALSE,FALSE,TRUE,FALSE
1,MonkeyKing,Riven,Akali,Sivir,Thresh,Yorick,LeeSin,Vex,Ezreal,Swain,JUNGLE,GOLD,"['Zoe', 'Zed', 'Tristana']",40,29,0.579710145,FALSE,FALSE,FALSE,FALSE
2,Akali,Riven,MonkeyKing,Sivir,Thresh,Yorick,LeeSin,Vex,Ezreal,Swain,MIDDLE,MASTER,"['Akali', 'Evelynn', 'Kennen']",118,79,0.598984772,FALSE,TRUE,FALSE,FALSE
