id,difficulty,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,Best_Partner_encoded,Counters_encoded,Countered_by_encoded,id_encoded
Nunu,0.3999999999999999,0.6993006993006994,0.22000000000000003,0.028000000000000004,0.48275862068965525,0.6666666666666666,0.3999999999999999,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.33333333333333337,0.47058823529411764,0.14,0.5,0.65625,0.6,0.375,0.4000000000000001,19,104,62,88
Olaf,0.29999999999999993,0.8216783216783218,0.8000000000000002,0.0316,0.574712643678161,0.8333333333333333,0.5999999999999999,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.5333333333333334,0.23529411764705876,0.15000000000000002,0.6,0.875,0.9400000000000001,0.45000000000000007,0.584,135,145,55,89
Orianna,0.7,0.6643356643356644,0.5200000000000001,0.041800000000000004,0.2873563218390805,0.0,0.0,0.7636363636363637,0.23529411764705876,0.13793103448275862,0.761904761904762,0.6000000000000001,0.17647058823529416,0.16,0.8,0.0,0.52,0.5833333333333334,0.48800000000000016,68,153,113,90
Ornn,0.49999999999999994,0.8741258741258742,0.6000000000000001,0.034100000000000005,0.7471264367816093,0.3333333333333333,0.5333333333333332,0.9454545454545455,0.588235294117647,0.6551724137931033,0.09523809523809529,0.8666666666666667,0.588235294117647,0.16,0.6,0.90625,0.7000000000000001,0.33333333333333337,0.4000000000000001,5,122,72,91
Pantheon,0.3999999999999999,0.8391608391608393,0.6000000000000001,0.031700000000000006,0.35632183908045983,0.6666666666666666,0.7666666666666666,0.9,0.3529411764705882,0.6551724137931033,0.09523809523809529,0.6666666666666667,0.29411764705882354,0.147,0.45,0.75,0.66,0.4916666666666667,0.45066666666666677,80,47,142,92
Poppy,0.6,0.6993006993006994,0.5000000000000001,0.028000000000000004,0.4597701149425288,0.6666666666666666,0.7,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.7333333333333334,0.47058823529411764,0.14,0.7,0.75,0.8,0.4166666666666667,0.4000000000000001,147,154,159,93
Pyke,0.7,0.9090909090909092,0.5000000000000001,0.0415,0.574712643678161,0.16666666666666669,0.9333333333333331,0.8545454545454546,0.588235294117647,0.6551724137931033,0.04761904761904767,0.6000000000000001,0.11764705882352938,0.16,1.0,0.6875,0.4,0.4166666666666667,0.5120000000000001,28,106,126,94
Qiyana,0.7999999999999999,0.6293706293706294,0.9000000000000001,0.032,0.574712643678161,0.3333333333333333,0.3666666666666666,0.8545454545454546,0.588235294117647,0.6551724137931033,0.04761904761904767,0.46666666666666673,0.588235294117647,0.16,0.7,0.8125,0.62,0.35000000000000003,0.568,107,48,22,95
Quinn,0.49999999999999994,0.6748251748251749,0.4000000000000001,0.0269,0.4022988505747127,0.3333333333333333,0.3666666666666666,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.761904761904762,0.4,0.17647058823529416,0.14,0.4,0.59375,0.48,0.5166666666666667,0.5146666666666668,32,83,161,96
Rakan,0.49999999999999994,0.6993006993006994,0.4000000000000001,0.0315,0.574712643678161,0.3333333333333333,0.4999999999999999,0.9272727272727272,0.588235294117647,0.6551724137931033,0.33333333333333337,0.33333333333333337,0.11764705882352938,0.17500000000000002,0.5,0.6875,0.7000000000000001,0.5,0.42666666666666675,159,143,5,97
Rammus,0.49999999999999994,0.9265734265734267,0.30000000000000004,0.031000000000000003,0.37931034482758624,0.3333333333333333,0.7666666666666666,1.0,0.588235294117647,0.6551724137931033,0.0,0.7333333333333334,0.17647058823529416,0.157,0.5,0.46875,0.7000000000000001,0.36916666666666664,0.4826666666666668,64,66,26,98
RekSai,0.29999999999999993,0.8041958041958043,0.4000000000000001,0.010000000000000002,0.0,0.3333333333333333,0.6333333333333332,0.9,0.588235294117647,0.6551724137931033,0.09523809523809529,0.6666666666666667,0.29411764705882354,0.0,0.0,0.65625,0.6,0.33333333333333337,0.5120000000000001,55,5,45,99
Rell,0.0,0.6993006993006994,0.5000000000000001,0.035,0.5172413793103449,0.3333333333333333,0.4999999999999999,0.7636363636363637,0.588235294117647,0.6551724137931033,0.09523809523809529,0.6000000000000001,0.17647058823529416,0.12,0.35,0.46875,0.6,0.33333333333333337,0.20000000000000018,74,154,14,100
Renata,0.7999999999999999,0.47202797202797203,0.30000000000000004,0.035,0.574712643678161,0.16666666666666669,0.33333333333333326,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.17647058823529416,0.23,0.5,0.28125,0.6,0.3516666666666667,0.4000000000000001,19,104,35,101
Renekton,0.29999999999999993,0.8741258741258742,0.6400000000000001,0.010000000000000002,0.0,0.6666666666666666,0.5999999999999999,0.9454545454545455,0.588235294117647,0.6551724137931033,0.0,0.7333333333333334,0.4117647058823529,0.0,0.0,0.90625,0.8300000000000001,0.45833333333333337,0.5066666666666668,121,64,76,102
Rengar,0.7999999999999999,0.7342657342657344,0.5000000000000001,0.0003999999999999976,0.0,0.6666666666666666,0.5666666666666667,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.6000000000000001,0.11764705882352938,0.0,0.0,0.875,0.6,0.5,0.5120000000000001,45,152,89,103
Riven,0.7999999999999999,0.7692307692307693,0.4200000000000001,0.0,0.0,0.5,0.5333333333333332,0.8,0.588235294117647,0.6551724137931033,0.0,0.8,0.11764705882352938,0.0,0.0,0.75,0.6,0.5833333333333334,0.4000000000000001,85,152,34,104
Rumble,1.0,0.8706293706293707,0.4000000000000001,0.010000000000000002,0.0,0.6666666666666666,0.6333333333333332,0.8545454545454546,0.3529411764705882,0.3103448275862069,0.0,0.7333333333333334,0.23529411764705876,0.0,0.0,0.65625,0.64,0.30833333333333335,0.45066666666666677,30,122,33,105
Ryze,0.7,0.8216783216783218,0.9000000000000001,0.030000000000000002,0.8045977011494254,0.5,0.16666666666666663,0.7636363636363637,0.588235294117647,0.13793103448275862,0.8095238095238095,0.7333333333333334,0.47058823529411764,0.16,1.0,0.5625,0.6,0.3516666666666667,0.4000000000000001,140,8,86,106
Samira,0.6,0.6643356643356644,0.5800000000000001,0.0349,0.4367816091954024,0.3333333333333333,0.29999999999999993,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.10000000000000003,0.17647058823529416,0.164,0.7,0.53125,0.66,0.55,0.48800000000000016,89,143,155,107
Sejuani,0.3999999999999999,0.7692307692307693,0.7000000000000002,0.04,0.4597701149425288,0.5,0.5666666666666667,0.990909090909091,0.588235294117647,0.6551724137931033,0.04761904761904767,0.8,0.7058823529411764,0.14,0.7,0.8125,0.8,0.5833333333333334,0.568,113,154,12,108
Senna,0.7,0.4195804195804196,0.20000000000000007,0.035,0.5172413793103449,0.16666666666666669,0.3666666666666666,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.9047619047619049,0.13333333333333336,0.17647058823529416,0.23,0.7,0.3125,0.0,0.6666666666666667,0.4000000000000001,145,49,9,109
Seraphine,0.0,0.5594405594405595,0.5000000000000001,0.044000000000000004,0.4597701149425288,0.0,0.06666666666666665,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.761904761904762,0.5333333333333334,0.23529411764705876,0.16,1.0,0.46875,0.6,0.16666666666666666,0.5173333333333335,75,64,113,110
Sett,0.19999999999999996,0.9090909090909092,0.7000000000000002,0.0,0.0,0.5,0.5333333333333332,0.9454545454545455,0.3529411764705882,0.6551724137931033,0.0,0.6000000000000001,0.11764705882352938,0.0,0.0,0.625,0.8,0.2916666666666667,0.4000000000000001,119,108,37,111
Shaco,0.8999999999999999,0.7692307692307693,0.4000000000000001,0.029700000000000004,0.4597701149425288,0.6666666666666666,0.43333333333333324,0.7272727272727273,0.588235294117647,0.6551724137931033,0.0,0.8,0.17647058823529416,0.14300000000000002,0.45,0.71875,0.6,0.5,0.584,68,43,89,112
Shen,0.3999999999999999,0.6993006993006994,0.4000000000000001,0.04,0.0,0.5,0.5666666666666667,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.8,0.4117647058823529,1.0,0.0,0.625,0.6,0.5,0.7360000000000001,156,27,75,113
Shyvana,0.3999999999999999,0.8916083916083917,0.6000000000000001,0.010000000000000002,0.0,0.8333333333333333,0.7,0.8272727272727273,0.588235294117647,0.6551724137931033,0.0,0.8,0.47058823529411764,0.0,0.0,0.8125,0.68,0.4166666666666667,0.48800000000000016,142,47,18,114
Singed,0.49999999999999994,0.8391608391608393,0.4000000000000001,0.033,0.5172413793103449,0.6666666666666666,0.5666666666666667,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.9333333333333333,0.17647058823529416,0.15000000000000002,0.55,0.71875,0.68,0.31666666666666665,0.368,34,73,22,115
Sion,0.49999999999999994,0.8566433566433568,0.16000000000000003,0.04,0.5977011494252874,0.6666666666666666,0.4999999999999999,0.7636363636363637,0.588235294117647,0.6551724137931033,0.09523809523809529,0.6666666666666667,0.47058823529411764,0.16,0.6,0.875,0.8,0.2166666666666667,0.5440000000000002,125,8,134,116
Sivir,0.3999999999999999,0.6643356643356644,0.5000000000000001,0.034,0.5172413793103449,0.3333333333333333,0.29999999999999993,0.8090909090909092,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.10000000000000003,0.17647058823529416,0.12,0.8,0.5625,0.5599999999999999,0.33333333333333337,0.4000000000000001,17,134,29,117
Skarner,0.49999999999999994,0.8391608391608393,0.4000000000000001,0.032,0.6896551724137931,0.3333333333333333,0.7,0.9090909090909091,0.588235294117647,0.6551724137931033,0.0,0.8666666666666667,0.5294117647058822,0.14400000000000002,0.45,0.78125,0.9,0.35000000000000003,0.4000000000000001,3,154,14,118
Sona,0.3999999999999999,0.4895104895104896,0.24000000000000005,0.034,0.5172413793103449,0.0,0.29999999999999993,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.17647058823529416,0.23,0.4,0.28125,0.6,0.3833333333333333,0.45066666666666677,136,154,97,119
Soraka,0.29999999999999993,0.6818181818181819,0.18000000000000005,0.0425,0.4597701149425288,0.0,0.4999999999999999,0.9090909090909091,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.0,0.11764705882352938,0.23,0.4,0.3125,0.6,0.3566666666666667,0.4000000000000001,147,106,156,120
Swain,0.7999999999999999,0.6468531468531469,0.4000000000000001,0.0468,0.33333333333333337,0.16666666666666669,0.29999999999999993,0.9454545454545455,0.4705882352941176,0.13793103448275862,0.761904761904762,0.6000000000000001,0.29411764705882354,0.16,0.8,0.5625,0.54,0.3516666666666667,0.4000000000000001,68,26,92,121
Sylas,0.49999999999999994,0.576923076923077,1.0000000000000002,0.031000000000000003,0.8045977011494254,0.5,0.33333333333333326,0.9454545454545455,0.588235294117647,0.9999999999999998,0.09523809523809529,0.8666666666666667,0.588235294117647,0.16,0.8,0.65625,0.6,0.5833333333333334,0.4533333333333334,147,106,55,122
Syndra,0.7999999999999999,0.534965034965035,0.5000000000000001,0.048,0.4597701149425288,0.16666666666666669,0.2666666666666666,0.8363636363636363,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.5333333333333334,0.23529411764705876,0.16,0.8,0.4375,0.58,0.33333333333333337,0.4000000000000001,78,22,34,123
TahmKench,0.49999999999999994,0.8041958041958043,0.4800000000000001,0.0325,0.574712643678161,0.3333333333333333,0.8333333333333333,0.8545454545454546,0.588235294117647,0.6551724137931033,0.09523809523809529,0.5333333333333334,0.17647058823529416,0.16,1.0,0.5,0.64,0.4166666666666667,0.48800000000000016,38,122,27,124
Taliyah,0.49999999999999994,0.4895104895104896,0.5000000000000001,0.047,0.3448275862068966,0.16666666666666669,0.03333333333333327,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.761904761904762,0.5333333333333334,0.29411764705882354,0.16,0.8,0.5625,0.66,0.22666666666666668,0.4000000000000001,54,106,3,125
Talon,0.7,0.8671328671328672,0.6000000000000001,0.037700000000000004,0.4252873563218391,0.3333333333333333,0.43333333333333324,0.8545454545454546,1.0,0.6551724137931033,0.0,0.8,0.4117647058823529,0.152,0.8,0.875,0.62,0.48333333333333334,0.4000000000000001,155,83,53,126
Taric,0.29999999999999993,0.8216783216783218,0.4000000000000001,0.030000000000000002,0.6896551724137931,0.5,0.7666666666666666,0.8363636363636363,0.3529411764705882,0.6551724137931033,0.04761904761904767,0.46666666666666673,0.11764705882352938,0.17,0.8,0.46875,0.7000000000000001,0.33333333333333337,0.4000000000000001,14,42,34,127
Teemo,0.6,0.6573426573426574,0.5000000000000001,0.0334,0.2873563218390805,0.16666666666666669,0.23333333333333328,0.9,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.4,0.29411764705882354,0.192,0.45,0.4375,0.6,0.5633333333333334,0.5733333333333333,19,154,41,128
Thresh,0.7,0.6643356643356644,0.8200000000000001,0.0274,0.5057471264367817,0.16666666666666669,0.3666666666666666,0.0,0.4705882352941176,0.13793103448275862,0.6190476190476191,0.6000000000000001,0.17647058823529416,0.12,0.8,0.5,0.44000000000000006,0.5833333333333334,0.4000000000000001,68,106,86,129
Tristana,0.3999999999999999,0.9090909090909092,0.4600000000000001,0.025,0.36781609195402304,0.0,0.29999999999999993,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.761904761904762,0.20000000000000007,0.29411764705882354,0.14400000000000002,0.45,0.59375,0.7400000000000001,0.25,0.4826666666666668,107,108,155,130
Trundle,0.49999999999999994,0.9650349650349652,0.6200000000000001,0.0281,0.5172413793103449,0.8333333333333333,0.6666666666666665,0.7090909090909091,0.588235294117647,0.6551724137931033,0.09523809523809529,0.46666666666666673,0.4117647058823529,0.15000000000000002,0.6,0.875,0.6,0.48333333333333334,0.33333333333333337,6,43,47,131
Tryndamere,0.49999999999999994,1.0,0.6600000000000001,0.010000000000000002,0.0,0.6666666666666666,0.5333333333333332,0.7818181818181819,0.588235294117647,0.6551724137931033,0.0,0.8,0.588235294117647,0.0,0.0,1.0,0.7400000000000001,0.48333333333333334,0.5200000000000001,75,2,6,132
TwistedFate,0.8999999999999999,0.6783216783216783,0.5800000000000001,0.0333,0.4482758620689656,0.16666666666666669,0.1333333333333333,0.7909090909090909,0.4705882352941176,0.13793103448275862,0.761904761904762,0.4,0.23529411764705876,0.16,0.8,0.375,0.66,0.5366666666666667,0.46933333333333344,5,8,5,133
Twitch,0.6,0.9510489510489512,0.4200000000000001,0.030000000000000002,0.4597701149425288,0.16666666666666669,0.33333333333333326,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.16666666666666674,0.23529411764705876,0.14500000000000002,0.7,0.59375,0.62,0.5633333333333334,0.5440000000000002,90,143,5,134
Udyr,0.7,0.8881118881118881,0.38000000000000006,0.027100000000000006,0.574712643678161,0.8333333333333333,0.5666666666666667,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.46666666666666673,0.4117647058823529,0.15000000000000002,0.45,0.6875,0.8,0.5,0.4666666666666668,120,104,42,135
Urgot,0.7999999999999999,0.8566433566433568,0.4600000000000001,0.034,0.5172413793103449,0.16666666666666669,0.6333333333333332,0.990909090909091,0.588235294117647,0.6551724137931033,0.4285714285714286,0.6666666666666667,0.35294117647058815,0.14500000000000002,0.8,0.71875,0.8,0.625,0.4000000000000001,48,52,158,136
Varus,0.19999999999999996,0.6643356643356644,0.5200000000000001,0.036000000000000004,0.4597701149425288,0.16666666666666669,0.33333333333333326,0.8363636363636363,0.4705882352941176,0.13793103448275862,0.8571428571428572,0.13333333333333336,0.17647058823529416,0.16,0.8,0.6875,0.68,0.6666666666666667,0.48800000000000016,97,70,148,137
Vayne,0.7999999999999999,0.4895104895104896,0.4800000000000001,0.023200000000000002,0.4022988505747127,0.16666666666666669,0.19999999999999996,0.8363636363636363,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.13333333333333336,0.17647058823529416,0.14,0.4,0.625,0.47000000000000003,0.55,0.48800000000000016,14,106,145,138
Veigar,0.7,0.576923076923077,0.5800000000000001,0.049,0.29885057471264376,0.5,0.1333333333333333,0.9454545454545455,0.588235294117647,0.13793103448275862,0.8095238095238095,0.5333333333333334,0.23529411764705876,0.16,0.8,0.375,0.54,0.3733333333333334,0.4000000000000001,76,123,14,139
Velkoz,0.7999999999999999,0.6293706293706294,0.4600000000000001,0.046900000000000004,0.24137931034482762,0.5,0.16666666666666663,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.761904761904762,0.4,0.17647058823529416,0.16,0.8,0.46875,0.62832,0.22666666666666668,0.4000000000000001,119,65,19,140
Vex,0.0,0.6293706293706294,0.5000000000000001,0.049,0.36781609195402304,0.3333333333333333,0.19999999999999996,0.8090909090909092,0.3529411764705882,0.13793103448275862,0.8095238095238095,0.5333333333333334,0.23529411764705876,0.12,0.8,0.4375,0.55,0.16666666666666666,0.5173333333333335,3,46,75,141
Vi,0.3999999999999999,0.8566433566433568,0.4000000000000001,0.029500000000000005,0.7471264367816093,0.5,0.43333333333333324,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,1.0,0.7058823529411764,0.16,0.65,0.71875,0.6,0.33333333333333337,0.45066666666666677,75,46,98,142
Viego,0.49999999999999994,0.7692307692307693,0.6000000000000001,1.0,0.0,0.6666666666666666,0.5666666666666667,0.9454545454545455,0.588235294117647,0.6551724137931033,0.1428571428571429,0.6000000000000001,0.35294117647058815,0.0,0.0,0.53125,0.7000000000000001,0.4166666666666667,0.48800000000000016,147,11,149,143
Viktor,0.8999999999999999,0.6643356643356644,0.5000000000000001,0.0405,0.5172413793103449,0.3333333333333333,0.19999999999999996,0.9454545454545455,0.4705882352941176,0.13793103448275862,0.761904761904762,0.7333333333333334,0.29411764705882354,0.16,0.8,0.40625,0.6,0.3516666666666667,0.48800000000000016,87,139,74,144
Vladimir,0.7,0.6888111888111889,0.6200000000000001,0.0001999999999999988,0.0,0.16666666666666669,0.33333333333333326,0.8181818181818182,0.4705882352941176,0.13793103448275862,0.6190476190476191,0.6000000000000001,0.23529411764705876,0.0,0.0,0.46875,0.6,0.33333333333333337,0.48800000000000016,50,111,47,145
Volibear,0.29999999999999993,0.8391608391608393,0.5000000000000001,0.035,0.8045977011494254,0.5,0.46666666666666656,0.9454545454545455,0.588235294117647,0.6551724137931033,0.04761904761904767,0.8666666666666667,0.4117647058823529,0.125,0.5,0.625,0.7000000000000001,0.33333333333333337,0.4000000000000001,9,58,47,146
Warwick,0.29999999999999993,0.7342657342657344,0.4000000000000001,0.028000000000000004,0.4022988505747127,0.3333333333333333,0.5333333333333332,0.8,0.588235294117647,0.6551724137931033,0.0,0.20000000000000007,0.4117647058823529,0.14900000000000002,0.6,0.78125,0.6,0.3833333333333333,0.43466666666666676,159,150,75,147
Xayah,0.49999999999999994,0.8741258741258742,0.4600000000000001,0.034,0.4597701149425288,0.16666666666666669,0.2666666666666666,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.761904761904762,0.10000000000000003,0.4117647058823529,0.165,0.8,0.625,0.7000000000000001,0.65,0.48800000000000016,121,138,110,148
Xerath,0.7999999999999999,0.6503496503496504,0.5400000000000001,0.0459,0.25287356321839083,0.5,0.16666666666666663,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.761904761904762,0.4,0.17647058823529416,0.16,0.8,0.46875,0.6,0.22666666666666668,0.4000000000000001,98,154,119,149
XinZhao,0.19999999999999996,0.8041958041958043,0.5400000000000001,0.0274,0.632183908045977,0.6666666666666666,0.5999999999999999,0.8545454545454546,0.588235294117647,0.6551724137931033,0.09523809523809529,0.7333333333333334,0.35294117647058815,0.14500000000000002,0.45,0.71875,0.6,0.5833333333333334,0.4533333333333334,53,66,78,150
Yasuo,1.0,0.6293706293706294,0.44000000000000006,0.010000000000000002,0.0,0.6666666666666666,0.43333333333333324,0.8363636363636363,0.588235294117647,0.6551724137931033,0.09523809523809529,0.5333333333333334,0.588235294117647,0.0,0.0,0.625,0.6,0.5833333333333334,0.592,75,106,7,151
Yone,0.7999999999999999,0.7342657342657344,0.4000000000000001,0.05,0.0,0.6666666666666666,0.3666666666666666,0.8363636363636363,0.588235294117647,0.6551724137931033,0.09523809523809529,0.6666666666666667,0.4117647058823529,0.0,0.0,0.625,0.4,0.5833333333333334,0.4000000000000001,103,11,31,152
Yorick,0.6,0.8391608391608393,0.7000000000000002,0.030000000000000002,0.6896551724137931,0.5,0.7333333333333332,0.9454545454545455,0.588235294117647,0.6551724137931033,0.09523809523809529,0.7333333333333334,0.47058823529411764,0.15000000000000002,0.75,0.6875,1.0,0.33333333333333337,0.4000000000000001,19,42,43,153
Yuumi,0.19999999999999996,0.3146853146853147,0.10000000000000003,0.04,0.5172413793103449,0.16666666666666669,0.2666666666666666,0.7636363636363637,0.17647058823529405,0.0,0.5714285714285715,0.33333333333333337,0.17647058823529416,0.2,0.4,0.28125,0.62,0.16666666666666666,0.4000000000000001,13,121,67,154
Zac,0.7999999999999999,0.9615384615384617,0.6000000000000001,0.0,0.0,0.5,0.5333333333333332,0.8545454545454546,0.588235294117647,0.6551724137931033,0.09523809523809529,0.7333333333333334,0.11764705882352938,0.0,0.0,0.625,0.68,0.2666666666666667,0.6960000000000001,127,66,13,155
Zed,0.7,0.8531468531468532,0.4000000000000001,0.02,0.0,0.6666666666666666,0.4999999999999999,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.6000000000000001,0.29411764705882354,1.0,0.0,0.71875,0.68,0.55,0.46933333333333344,113,130,6,156
Zeri,0.6,0.7692307692307693,0.7200000000000002,0.025,0.5172413793103449,0.16666666666666669,0.23333333333333328,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.10000000000000003,0.35294117647058815,0.12,0.8,0.40625,0.26,0.33333333333333337,0.48800000000000016,67,8,134,157
Ziggs,0.3999999999999999,0.6853146853146854,0.5400000000000001,0.048,0.2701149425287357,0.0,0.16666666666666663,0.8181818181818182,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.5333333333333334,0.23529411764705876,0.16,0.8,0.4375,0.62,0.33333333333333337,0.4826666666666668,50,137,51,158
Zilean,0.6,0.5734265734265734,0.3400000000000001,0.045200000000000004,0.574712643678161,0.3333333333333333,0.23333333333333328,0.9090909090909091,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.11764705882352938,0.227,0.8,0.375,0.6,0.355,0.4000000000000001,98,94,80,159
Zoe,0.49999999999999994,0.7692307692307693,0.5400000000000001,0.0425,0.2873563218390805,0.5,0.1333333333333333,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.5333333333333334,0.23529411764705876,0.16,0.65,0.5625,0.66,0.4166666666666667,0.4000000000000001,75,72,74,160
Zyra,0.7,0.5734265734265734,0.28,0.041800000000000004,0.2873563218390805,0.5,0.3999999999999999,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.8571428571428572,0.4,0.11764705882352938,0.26,0.4,0.40625,0.64,0.3516666666666667,0.4000000000000001,35,129,5,161
Milio,0.49999999999999994,0.5244755244755245,0.18000000000000005,0.036500000000000005,0.49425287356321845,0.16666666666666669,0.3666666666666666,0.890909090909091,0.4705882352941176,0.13793103448275862,0.761904761904762,0.33333333333333337,0.11764705882352938,0.23,0.4,0.25,0.64,0.5,0.4000000000000001,17,9,7,162
