,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
4,Tryndamere,Syndra,Chogath,Sona,Nocturne,Amumu,Malzahar,Twitch,Akshan,Vladimir,,,"['Caitlyn', 'Vayne', 'Twitch']",,,,,,,FALSE
0,Leblanc,Ezreal,Yasuo,Trundle,RekSai,Darius,TahmKench,Samira,Akshan,Karma,,,"['Ezreal', 'Vayne', 'Caitlyn']",,,,,,,TRUE
1,Ezreal,Leblanc,Yasuo,Trundle,RekSai,Darius,TahmKench,Samira,Akshan,Karma,,SILVER,"['Leona', 'Nautilus', 'Amumu']",5,8,0.384615385,FALSE,FALSE,FALSE,TRUE
2,Yasuo,Leblanc,Ezreal,Trundle,RekSai,Darius,TahmKench,Samira,Akshan,Karma,,GOLD,"['Talon', 'Katarina', 'Diana']",34,31,0.523076923,FALSE,FALSE,FALSE,TRUE
3,Trundle,Leblanc,Ezreal,Yasuo,RekSai,Darius,TahmKench,Samira,Akshan,Karma,,,"['Trundle', 'TahmKench', 'Talon']",,,,,,,TRUE
4,RekSai,Leblanc,Ezreal,Yasuo,Trundle,Darius,TahmKench,Samira,Akshan,Karma,,BRONZE,"['Lulu', 'Karma', 'Gnar']",15,10,0.6,FALSE,FALSE,TRUE,TRUE
0,Taric,Kassadin,Sejuani,Janna,Caitlyn,Zeri,Thresh,Vi,Ornn,Sylas,TOP,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,FALSE
1,Kassadin,Taric,Sejuani,Janna,Caitlyn,Zeri,Thresh,Vi,Ornn,Sylas,MIDDLE,GOLD,"['Shen', 'Ashe', 'Varus']",62,53,0.539130435,FALSE,FALSE,FALSE,FALSE
2,Sejuani,Taric,Kassadin,Janna,Caitlyn,Zeri,Thresh,Vi,Ornn,Sylas,JUNGLE,GOLD,"['Jax', 'Sion', 'Renekton']",66,49,0.573913043,FALSE,FALSE,TRUE,FALSE
3,Janna,Taric,Kassadin,Sejuani,Caitlyn,Zeri,Thresh,Vi,Ornn,Sylas,UTILITY,GOLD,"['Pyke', 'Janna', 'Thresh']",26,20,0.565217391,FALSE,FALSE,FALSE,FALSE
4,Caitlyn,Taric,Kassadin,Sejuani,Janna,Zeri,Thresh,Vi,Ornn,Sylas,BOTTOM,GOLD,"['Caitlyn', 'Jhin', 'Lucian']",7,4,0.636363636,FALSE,TRUE,FALSE,FALSE
0,Sett,Annie,Sona,Seraphine,Sylas,Sion,Malzahar,Diana,Xerath,Jhin,TOP,GOLD,"['Yasuo', 'Zed', 'Shen']",92,91,0.50273224,FALSE,FALSE,FALSE,FALSE
1,Annie,Sett,Sona,Seraphine,Sylas,Sion,Malzahar,Diana,Xerath,Jhin,MIDDLE,GOLD,"['Graves', 'Yasuo', 'Qiyana']",10,9,0.526315789,FALSE,FALSE,FALSE,FALSE
2,Sona,Sett,Annie,Seraphine,Sylas,Sion,Malzahar,Diana,Xerath,Jhin,UTILITY,SILVER,"['Yasuo', 'Samira', 'Kennen']",6,9,0.4,FALSE,FALSE,FALSE,FALSE
3,Seraphine,Sett,Annie,Sona,Sylas,Sion,Malzahar,Diana,Xerath,Jhin,BOTTOM,,[],,,,,,,FALSE
4,Sylas,Sett,Annie,Sona,Seraphine,Sion,Malzahar,Diana,Xerath,Jhin,JUNGLE,BRONZE,"['Sett', 'Yone', 'Yasuo']",17,14,0.548387097,FALSE,FALSE,FALSE,FALSE
0,Kled,Sejuani,Ekko,Viktor,Yuumi,Vayne,Diana,AurelionSol,Nilah,Seraphine,TOP,,"['Kled', 'Blitzcrank', 'Darius']",,,,,,,FALSE
1,Sejuani,Kled,Ekko,Viktor,Yuumi,Vayne,Diana,AurelionSol,Nilah,Seraphine,JUNGLE,SILVER,"['Jhin', 'Teemo', 'Ezreal']",22,28,0.44,FALSE,FALSE,FALSE,FALSE
2,Ekko,Kled,Sejuani,Viktor,Yuumi,Vayne,Diana,AurelionSol,Nilah,Seraphine,MIDDLE,,"['Yasuo', 'Draven', 'Zed']",,,,,,,FALSE
3,Viktor,Kled,Sejuani,Ekko,Yuumi,Vayne,Diana,AurelionSol,Nilah,Seraphine,BOTTOM,SILVER,"['Viktor', 'Tryndamere', 'Gangplank']",6,6,0.5,FALSE,FALSE,TRUE,FALSE
4,Yuumi,Kled,Sejuani,Ekko,Viktor,Vayne,Diana,AurelionSol,Nilah,Seraphine,UTILITY,,"['Yuumi', 'Nunu', 'Maokai']",,,,,,,FALSE
0,Swain,Jinx,Nocturne,Sett,Zilean,Graves,Shaco,Poppy,Janna,Leblanc,,,"['Udyr', 'Leblanc', 'Kindred']",,,,,,,TRUE
1,Jinx,Swain,Nocturne,Sett,Zilean,Graves,Shaco,Poppy,Janna,Leblanc,,,"['Leona', 'Volibear', 'Nautilus']",,,,,,,TRUE
2,Nocturne,Swain,Jinx,Sett,Zilean,Graves,Shaco,Poppy,Janna,Leblanc,,,"['Karthus', 'Veigar', 'Velkoz']",,,,,,,TRUE
3,Sett,Swain,Jinx,Nocturne,Zilean,Graves,Shaco,Poppy,Janna,Leblanc,,,"['Yone', 'Ahri', 'Lux']",,,,,,,TRUE
4,Zilean,Swain,Jinx,Nocturne,Sett,Graves,Shaco,Poppy,Janna,Leblanc,,,"['Morgana', 'Seraphine', 'Sona']",,,,,,,TRUE
0,Gragas,Sejuani,Irelia,Zeri,Swain,Akali,Shyvana,Jayce,MissFortune,Xerath,TOP,SILVER,"['Yasuo', 'Garen', 'Lux']",52,53,0.495238095,FALSE,FALSE,FALSE,TRUE
1,Sejuani,Gragas,Irelia,Zeri,Swain,Akali,Shyvana,Jayce,MissFortune,Xerath,JUNGLE,,"['RekSai', 'Karma', 'Thresh']",,,,,,,TRUE
2,Irelia,Gragas,Sejuani,Zeri,Swain,Akali,Shyvana,Jayce,MissFortune,Xerath,MIDDLE,GOLD,"['Yasuo', 'Irelia', 'Shen']",17,18,0.485714286,FALSE,FALSE,TRUE,TRUE
3,Zeri,Gragas,Sejuani,Irelia,Swain,Akali,Shyvana,Jayce,MissFortune,Xerath,BOTTOM,GOLD,"['Ekko', 'Yasuo', 'Jhin']",25,19,0.568181818,FALSE,FALSE,FALSE,TRUE
4,Swain,Gragas,Sejuani,Irelia,Zeri,Akali,Shyvana,Jayce,MissFortune,Xerath,UTILITY,GOLD,"['Irelia', 'Katarina', 'Akali']",17,12,0.586206897,FALSE,FALSE,TRUE,TRUE
0,Sett,JarvanIV,Syndra,Sivir,Morgana,Ornn,Kayn,Katarina,Tristana,Twitch,TOP,,"['Velkoz', 'Ekko', 'Rakan']",,,,,,,TRUE
1,JarvanIV,Sett,Syndra,Sivir,Morgana,Ornn,Kayn,Katarina,Tristana,Twitch,JUNGLE,,"['Nocturne', 'JarvanIV', 'Hecarim']",,,,,,,TRUE
2,Syndra,Sett,JarvanIV,Sivir,Morgana,Ornn,Kayn,Katarina,Tristana,Twitch,MIDDLE,SILVER,"['Fiddlesticks', 'Galio', 'Mordekaiser']",8,21,0.275862069,FALSE,FALSE,FALSE,TRUE
3,Sivir,Sett,JarvanIV,Syndra,Morgana,Ornn,Kayn,Katarina,Tristana,Twitch,BOTTOM,GOLD,"['Nidalee', 'Vayne', 'Ezreal']",18,6,0.75,FALSE,FALSE,TRUE,TRUE
4,Morgana,Sett,JarvanIV,Syndra,Sivir,Ornn,Kayn,Katarina,Tristana,Twitch,UTILITY,GOLD,"['Morgana', 'Nautilus', 'Pyke']",18,6,0.75,FALSE,FALSE,TRUE,TRUE
0,Pyke,Velkoz,Twitch,Lux,Xerath,Renekton,Nilah,Lissandra,Mordekaiser,Yuumi,,SILVER,"['Jhin', 'Jinx', 'Caitlyn']",15,18,0.454545455,FALSE,FALSE,FALSE,TRUE
1,Velkoz,Pyke,Twitch,Lux,Xerath,Renekton,Nilah,Lissandra,Mordekaiser,Yuumi,,,"['Blitzcrank', 'Leona', 'Nautilus']",,,,,,,TRUE
2,Twitch,Pyke,Velkoz,Lux,Xerath,Renekton,Nilah,Lissandra,Mordekaiser,Yuumi,,,"['Janna', 'MasterYi', 'Malzahar']",,,,,,,TRUE
3,Lux,Pyke,Velkoz,Twitch,Xerath,Renekton,Nilah,Lissandra,Mordekaiser,Yuumi,,,"['Lux', 'Illaoi', 'Quinn']",,,,,,,TRUE
4,Xerath,Pyke,Velkoz,Twitch,Lux,Renekton,Nilah,Lissandra,Mordekaiser,Yuumi,,GOLD,"['Fiddlesticks', 'Warwick', 'Zac']",39,41,0.4875,FALSE,FALSE,FALSE,TRUE
0,Viktor,Jhin,Ekko,Amumu,Nidalee,Ahri,Diana,Lux,Syndra,Xerath,,GOLD,"['Jax', 'Sion', 'Renekton']",66,49,0.573913043,FALSE,FALSE,TRUE,TRUE
1,Jhin,Viktor,Ekko,Amumu,Nidalee,Ahri,Diana,Lux,Syndra,Xerath,,GOLD,"['Ashe', 'Zyra', 'MissFortune']",37,37,0.5,FALSE,FALSE,FALSE,TRUE
2,Ekko,Viktor,Jhin,Amumu,Nidalee,Ahri,Diana,Lux,Syndra,Xerath,,GOLD,"['Pyke', 'Janna', 'Thresh']",26,20,0.565217391,FALSE,FALSE,FALSE,TRUE
3,Amumu,Viktor,Jhin,Ekko,Nidalee,Ahri,Diana,Lux,Syndra,Xerath,,BRONZE,"['Garen', 'Katarina', 'Sett']",24,27,0.470588235,FALSE,FALSE,FALSE,TRUE
4,Nidalee,Viktor,Jhin,Ekko,Amumu,Ahri,Diana,Lux,Syndra,Xerath,,,"['Lux', 'Irelia', 'Zoe']",,,,,,,TRUE
0,Kled,Tristana,Nasus,Lux,Rammus,Mordekaiser,Aphelios,Karma,JarvanIV,Samira,,,"['Vi', 'Poppy', 'Sejuani']",,,,,,,TRUE
1,Tristana,Kled,Nasus,Lux,Rammus,Mordekaiser,Aphelios,Karma,JarvanIV,Samira,,GOLD,"['Ekko', 'Jhin', 'Malzahar']",13,2,0.866666667,FALSE,FALSE,TRUE,TRUE
2,Nasus,Kled,Tristana,Lux,Rammus,Mordekaiser,Aphelios,Karma,JarvanIV,Samira,,,"['Volibear', 'Ornn', 'DrMundo']",,,,,,,TRUE
3,Lux,Kled,Tristana,Nasus,Rammus,Mordekaiser,Aphelios,Karma,JarvanIV,Samira,,GOLD,"['Thresh', 'Ezreal', 'Janna']",12,2,0.857142857,FALSE,FALSE,TRUE,TRUE
4,Rammus,Kled,Tristana,Nasus,Lux,Mordekaiser,Aphelios,Karma,JarvanIV,Samira,,,"['Ashe', 'Morgana', 'MissFortune']",,,,,,,TRUE
0,Tryndamere,Kaisa,Xerath,Nasus,Udyr,Sylas,Evelynn,Ashe,Camille,Sivir,MIDDLE,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,FALSE
1,Kaisa,Tryndamere,Xerath,Nasus,Udyr,Sylas,Evelynn,Ashe,Camille,Sivir,BOTTOM,GOLD,"['Ashe', 'Zyra', 'MissFortune']",37,37,0.5,FALSE,FALSE,FALSE,FALSE
2,Xerath,Tryndamere,Kaisa,Nasus,Udyr,Sylas,Evelynn,Ashe,Camille,Sivir,UTILITY,GOLD,"['Pyke', 'Janna', 'Thresh']",26,20,0.565217391,FALSE,FALSE,FALSE,FALSE
3,Nasus,Tryndamere,Kaisa,Xerath,Udyr,Sylas,Evelynn,Ashe,Camille,Sivir,JUNGLE,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,FALSE
4,Udyr,Tryndamere,Kaisa,Xerath,Nasus,Sylas,Evelynn,Ashe,Camille,Sivir,TOP,BRONZE,"['Garen', 'Katarina', 'Sett']",24,27,0.470588235,FALSE,FALSE,FALSE,FALSE
0,Mordekaiser,Warwick,Zed,MissFortune,Lux,Yone,Morgana,Illaoi,Annie,Katarina,TOP,SILVER,"['Brand', 'Teemo', 'Swain']",71,67,0.514492754,FALSE,FALSE,FALSE,TRUE
1,Warwick,Mordekaiser,Zed,MissFortune,Lux,Yone,Morgana,Illaoi,Annie,Katarina,JUNGLE,BRONZE,"['Shyvana', 'Zac', 'Jinx']",15,8,0.652173913,FALSE,FALSE,FALSE,TRUE
2,Zed,Mordekaiser,Warwick,MissFortune,Lux,Yone,Morgana,Illaoi,Annie,Katarina,MIDDLE,BRONZE,"['Zed', 'Yasuo', 'LeeSin']",12,5,0.705882353,FALSE,TRUE,FALSE,TRUE
3,MissFortune,Mordekaiser,Warwick,Zed,Lux,Yone,Morgana,Illaoi,Annie,Katarina,BOTTOM,SILVER,"['Nautilus', 'Brand', 'Nasus']",18,11,0.620689655,FALSE,FALSE,FALSE,TRUE
4,Lux,Mordekaiser,Warwick,Zed,MissFortune,Yone,Morgana,Illaoi,Annie,Katarina,UTILITY,SILVER,"['Anivia', 'Veigar', 'Lux']",14,7,0.666666667,FALSE,TRUE,FALSE,TRUE
0,Jax,MasterYi,Ahri,Draven,Gragas,Mordekaiser,Nasus,AurelionSol,Zeri,Pyke,TOP,,"['Sett', 'Kayn', 'Yasuo']",,,,,,,TRUE
1,MasterYi,Jax,Ahri,Draven,Gragas,Mordekaiser,Nasus,AurelionSol,Zeri,Pyke,JUNGLE,SILVER,"['Amumu', 'Anivia', 'MasterYi']",6,7,0.461538462,FALSE,TRUE,FALSE,TRUE
2,Ahri,Jax,MasterYi,Draven,Gragas,Mordekaiser,Nasus,AurelionSol,Zeri,Pyke,MIDDLE,SILVER,"['Talon', 'Akali', 'Leona']",18,18,0.5,FALSE,TRUE,FALSE,TRUE
3,Draven,Jax,MasterYi,Ahri,Gragas,Mordekaiser,Nasus,AurelionSol,Zeri,Pyke,BOTTOM,GOLD,"['Yasuo', 'Irelia', 'Nilah']",10,7,0.588235294,FALSE,FALSE,FALSE,TRUE
4,Gragas,Jax,MasterYi,Ahri,Draven,Mordekaiser,Nasus,AurelionSol,Zeri,Pyke,UTILITY,SILVER,"['Sylas', 'Akali', 'Samira']",8,3,0.727272727,FALSE,TRUE,FALSE,TRUE
0,Shen,Kindred,Gangplank,MissFortune,Anivia,Ornn,Belveth,Veigar,Kaisa,Renata,TOP,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,FALSE
1,Kindred,Shen,Gangplank,MissFortune,Anivia,Ornn,Belveth,Veigar,Kaisa,Renata,JUNGLE,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,FALSE
2,Gangplank,Shen,Kindred,MissFortune,Anivia,Ornn,Belveth,Veigar,Kaisa,Renata,MIDDLE,,"['Yasuo', 'Zed', 'LeeSin']",,,,,,,FALSE
3,MissFortune,Shen,Kindred,Gangplank,Anivia,Ornn,Belveth,Veigar,Kaisa,Renata,BOTTOM,BRONZE,"['Garen', 'Katarina', 'Sett']",24,27,0.470588235,FALSE,FALSE,FALSE,FALSE
4,Anivia,Shen,Kindred,Gangplank,MissFortune,Ornn,Belveth,Veigar,Kaisa,Renata,UTILITY,BRONZE,"['Velkoz', 'Galio', 'Nocturne']",7,8,0.466666667,FALSE,FALSE,FALSE,FALSE
0,Yone,Maokai,Lux,Jinx,Xerath,Cassiopeia,Mordekaiser,Zac,Heimerdinger,Blitzcrank,TOP,BRONZE,"['Irelia', 'Vayne', 'Ezreal']",10,2,0.833333333,FALSE,FALSE,FALSE,TRUE
1,Maokai,Yone,Lux,Jinx,Xerath,Cassiopeia,Mordekaiser,Zac,Heimerdinger,Blitzcrank,JUNGLE,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,TRUE
2,Lux,Yone,Maokai,Jinx,Xerath,Cassiopeia,Mordekaiser,Zac,Heimerdinger,Blitzcrank,MIDDLE,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,TRUE
3,Jinx,Yone,Maokai,Lux,Xerath,Cassiopeia,Mordekaiser,Zac,Heimerdinger,Blitzcrank,BOTTOM,BRONZE,"['Lucian', 'Zed', 'Udyr']",2,3,0.4,FALSE,FALSE,FALSE,TRUE
4,Xerath,Yone,Maokai,Lux,Jinx,Cassiopeia,Mordekaiser,Zac,Heimerdinger,Blitzcrank,UTILITY,BRONZE,"['Garen', 'Katarina', 'Sett']",24,27,0.470588235,FALSE,FALSE,FALSE,TRUE
0,Illaoi,Nunu,AurelionSol,Sivir,Thresh,Jax,Shaco,Sylas,Caitlyn,Ashe,TOP,BRONZE,"['Jhin', 'Talon', 'MissFortune']",7,4,0.636363636,FALSE,FALSE,FALSE,FALSE
1,Nunu,Illaoi,AurelionSol,Sivir,Thresh,Jax,Shaco,Sylas,Caitlyn,Ashe,JUNGLE,BRONZE,"['Morgana', 'Nunu', 'TahmKench']",12,13,0.48,FALSE,FALSE,FALSE,FALSE
2,AurelionSol,Illaoi,Nunu,Sivir,Thresh,Jax,Shaco,Sylas,Caitlyn,Ashe,MIDDLE,SILVER,"['Vladimir', 'Pantheon', 'Jax']",14,13,0.518518519,FALSE,FALSE,FALSE,FALSE
3,Sivir,Illaoi,Nunu,AurelionSol,Thresh,Jax,Shaco,Sylas,Caitlyn,Ashe,BOTTOM,SILVER,"['Fiddlesticks', 'Akali', 'Jhin']",58,61,0.487394958,FALSE,FALSE,FALSE,FALSE
4,Thresh,Illaoi,Nunu,AurelionSol,Sivir,Jax,Shaco,Sylas,Caitlyn,Ashe,UTILITY,BRONZE,"['Thresh', 'Vayne', 'Irelia']",5,6,0.454545455,FALSE,FALSE,FALSE,FALSE
0,Jax,Shaco,Syndra,MissFortune,Heimerdinger,DrMundo,Sejuani,Yone,Ashe,Xerath,TOP,,"['Annie', 'Tristana', 'MissFortune']",,,,,,,TRUE
1,Shaco,Jax,Syndra,MissFortune,Heimerdinger,DrMundo,Sejuani,Yone,Ashe,Xerath,JUNGLE,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,TRUE
2,Syndra,Jax,Shaco,MissFortune,Heimerdinger,DrMundo,Sejuani,Yone,Ashe,Xerath,MIDDLE,IRON,"['MissFortune', 'Jinx', 'Lux']",10,27,0.27027027,FALSE,FALSE,FALSE,TRUE
3,MissFortune,Jax,Shaco,Syndra,Heimerdinger,DrMundo,Sejuani,Yone,Ashe,Xerath,BOTTOM,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,TRUE
4,Heimerdinger,Jax,Shaco,Syndra,MissFortune,DrMundo,Sejuani,Yone,Ashe,Xerath,UTILITY,BRONZE,"['Jhin', 'Kayn', 'Warwick']",63,72,0.466666667,FALSE,FALSE,FALSE,TRUE
0,Shen,Shaco,Ziggs,MissFortune,Lux,Gangplank,Zac,Malzahar,Xerath,Varus,TOP,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,TRUE
1,Shaco,Shen,Ziggs,MissFortune,Lux,Gangplank,Zac,Malzahar,Xerath,Varus,JUNGLE,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,TRUE
2,Ziggs,Shen,Shaco,MissFortune,Lux,Gangplank,Zac,Malzahar,Xerath,Varus,MIDDLE,GOLD,"['Velkoz', 'Tristana', 'Caitlyn']",9,4,0.692307692,FALSE,TRUE,TRUE,TRUE
3,MissFortune,Shen,Shaco,Ziggs,Lux,Gangplank,Zac,Malzahar,Xerath,Varus,BOTTOM,SILVER,"['Ezreal', 'Caitlyn', 'Jhin']",43,38,0.530864198,FALSE,FALSE,FALSE,TRUE
4,Lux,Shen,Shaco,Ziggs,MissFortune,Gangplank,Zac,Malzahar,Xerath,Varus,UTILITY,GOLD,"['Morgana', 'Lux', 'Zyra']",40,58,0.408163265,FALSE,FALSE,FALSE,TRUE
0,Malphite,Elise,Yone,Sivir,Ashe,Gangplank,Ekko,Swain,Varus,Lux,TOP,,"['Annie', 'Tristana', 'MissFortune']",,,,,,,FALSE
1,Elise,Malphite,Yone,Sivir,Ashe,Gangplank,Ekko,Swain,Varus,Lux,JUNGLE,GOLD,"['Pyke', 'Janna', 'Thresh']",26,20,0.565217391,FALSE,FALSE,FALSE,FALSE
2,Yone,Malphite,Elise,Sivir,Ashe,Gangplank,Ekko,Swain,Varus,Lux,MIDDLE,GOLD,"['Thresh', 'LeeSin', 'Lucian']",24,16,0.6,FALSE,FALSE,TRUE,FALSE
3,Sivir,Malphite,Elise,Yone,Ashe,Gangplank,Ekko,Swain,Varus,Lux,BOTTOM,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,FALSE
4,Ashe,Malphite,Elise,Yone,Sivir,Gangplank,Ekko,Swain,Varus,Lux,UTILITY,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,FALSE
0,Olaf,Poppy,Syndra,Xayah,Leona,Shen,Morgana,Sylas,Kaisa,Sona,TOP,SILVER,"['MonkeyKing', 'Diana', 'Katarina']",20,31,0.392156863,FALSE,FALSE,FALSE,FALSE
1,Poppy,Olaf,Syndra,Xayah,Leona,Shen,Morgana,Sylas,Kaisa,Sona,JUNGLE,BRONZE,"['Teemo', 'Poppy', 'Senna']",12,12,0.5,FALSE,FALSE,FALSE,FALSE
2,Syndra,Olaf,Poppy,Xayah,Leona,Shen,Morgana,Sylas,Kaisa,Sona,MIDDLE,,[],,,,,,,FALSE
3,Xayah,Olaf,Poppy,Syndra,Leona,Shen,Morgana,Sylas,Kaisa,Sona,BOTTOM,BRONZE,"['Kaisa', 'Nocturne', 'Karma']",14,17,0.451612903,FALSE,FALSE,FALSE,FALSE
4,Leona,Olaf,Poppy,Syndra,Xayah,Shen,Morgana,Sylas,Kaisa,Sona,UTILITY,SILVER,"['Kaisa', 'Diana', 'Kassadin']",48,45,0.516129032,FALSE,FALSE,FALSE,FALSE
0,Sett,Nasus,Lux,Caitlyn,Blitzcrank,Yorick,JarvanIV,Ekko,Heimerdinger,Ashe,TOP,GOLD,"['MasterYi', 'Garen', 'Darius']",32,38,0.457142857,FALSE,FALSE,FALSE,TRUE
1,Nasus,Sett,Lux,Caitlyn,Blitzcrank,Yorick,JarvanIV,Ekko,Heimerdinger,Ashe,JUNGLE,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,TRUE
2,Lux,Sett,Nasus,Caitlyn,Blitzcrank,Yorick,JarvanIV,Ekko,Heimerdinger,Ashe,MIDDLE,SILVER,"['Hecarim', 'Morgana', 'Khazix']",44,41,0.517647059,FALSE,FALSE,FALSE,TRUE
3,Caitlyn,Sett,Nasus,Lux,Blitzcrank,Yorick,JarvanIV,Ekko,Heimerdinger,Ashe,BOTTOM,BRONZE,"['Caitlyn', 'Illaoi', 'Tristana']",9,10,0.473684211,FALSE,FALSE,FALSE,TRUE
4,Blitzcrank,Sett,Nasus,Lux,Caitlyn,Yorick,JarvanIV,Ekko,Heimerdinger,Ashe,UTILITY,BRONZE,"['Shaco', 'Teemo', 'Garen']",44,48,0.47826087,FALSE,FALSE,FALSE,TRUE
0,Rammus,Nasus,AurelionSol,Draven,Soraka,Shen,JarvanIV,Yone,Caitlyn,Lux,TOP,GOLD,"['Mordekaiser', 'Shen', 'Chogath']",115,125,0.479166667,FALSE,FALSE,FALSE,TRUE
1,Nasus,Rammus,AurelionSol,Draven,Soraka,Shen,JarvanIV,Yone,Caitlyn,Lux,JUNGLE,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,TRUE
2,AurelionSol,Rammus,Nasus,Draven,Soraka,Shen,JarvanIV,Yone,Caitlyn,Lux,MIDDLE,SILVER,"['Kled', 'Darius', 'Yasuo']",21,58,0.265822785,FALSE,FALSE,FALSE,TRUE
3,Draven,Rammus,Nasus,AurelionSol,Soraka,Shen,JarvanIV,Yone,Caitlyn,Lux,BOTTOM,SILVER,"['Draven', 'Veigar', 'Yasuo']",23,29,0.442307692,FALSE,FALSE,FALSE,TRUE
4,Soraka,Rammus,Nasus,AurelionSol,Draven,Shen,JarvanIV,Yone,Caitlyn,Lux,UTILITY,SILVER,"['Lux', 'Jinx', 'Caitlyn']",21,58,0.265822785,FALSE,FALSE,FALSE,TRUE
0,Ornn,Rumble,Khazix,Varus,Swain,Darius,LeeSin,Viktor,Jhin,Ashe,TOP,GOLD,"['Illaoi', 'Draven', 'Sivir']",23,27,0.46,FALSE,FALSE,FALSE,TRUE
1,Rumble,Ornn,Khazix,Varus,Swain,Darius,LeeSin,Viktor,Jhin,Ashe,MIDDLE,GOLD,"['Rumble', 'LeeSin', 'Corki']",25,20,0.555555556,FALSE,FALSE,FALSE,TRUE
2,Khazix,Ornn,Rumble,Varus,Swain,Darius,LeeSin,Viktor,Jhin,Ashe,JUNGLE,SILVER,"['Jhin', 'Pyke', 'Leona']",15,22,0.405405405,FALSE,FALSE,FALSE,TRUE
3,Varus,Ornn,Rumble,Khazix,Swain,Darius,LeeSin,Viktor,Jhin,Ashe,BOTTOM,BRONZE,"['Blitzcrank', 'Lux', 'Warwick']",9,7,0.5625,FALSE,FALSE,FALSE,TRUE
4,Swain,Ornn,Rumble,Khazix,Varus,Darius,LeeSin,Viktor,Jhin,Ashe,UTILITY,SILVER,"['Singed', 'Draven', 'Riven']",26,36,0.419354839,FALSE,FALSE,FALSE,TRUE
0,Mordekaiser,Nasus,Malzahar,Jhin,Yuumi,Warwick,Kayn,Orianna,Jinx,Pyke,TOP,BRONZE,"['Garen', 'Katarina', 'Sett']",24,27,0.470588235,FALSE,FALSE,FALSE,TRUE
1,Nasus,Mordekaiser,Malzahar,Jhin,Yuumi,Warwick,Kayn,Orianna,Jinx,Pyke,JUNGLE,SILVER,"['Shen', 'MissFortune', 'Lux']",62,59,0.512396694,FALSE,FALSE,FALSE,TRUE
2,Malzahar,Mordekaiser,Nasus,Jhin,Yuumi,Warwick,Kayn,Orianna,Jinx,Pyke,MIDDLE,GOLD,"['Malzahar', 'Kayle', 'Jhin']",17,19,0.472222222,FALSE,FALSE,FALSE,TRUE
3,Jhin,Mordekaiser,Nasus,Malzahar,Yuumi,Warwick,Kayn,Orianna,Jinx,Pyke,BOTTOM,GOLD,"['Ashe', 'Zyra', 'MissFortune']",37,37,0.5,FALSE,FALSE,FALSE,TRUE
4,Yuumi,Mordekaiser,Nasus,Malzahar,Jhin,Warwick,Kayn,Orianna,Jinx,Pyke,UTILITY,PLATINUM,"['Yuumi', 'Sona', 'Tryndamere']",20,7,0.740740741,FALSE,FALSE,FALSE,TRUE
0,Taric,LeeSin,Garen,Ziggs,Pyke,Quinn,Elise,Orianna,Jhin,Lux,TOP,,"['Urgot', 'Shyvana', 'Skarner']",,,,,,,TRUE
1,LeeSin,Taric,Garen,Ziggs,Pyke,Quinn,Elise,Orianna,Jhin,Lux,JUNGLE,PLATINUM,"['Elise', 'Kayn', 'Viego']",33,26,0.559322034,FALSE,TRUE,TRUE,TRUE
2,Garen,Taric,LeeSin,Ziggs,Pyke,Quinn,Elise,Orianna,Jhin,Lux,MIDDLE,PLATINUM,"['Jhin', 'Garen', 'Draven']",121,131,0.48015873,FALSE,FALSE,FALSE,TRUE
3,Ziggs,Taric,LeeSin,Garen,Pyke,Quinn,Elise,Orianna,Jhin,Lux,BOTTOM,SILVER,"['Jinx', 'Annie', 'Viktor']",24,22,0.52173913,FALSE,FALSE,TRUE,TRUE
4,Pyke,Taric,LeeSin,Garen,Ziggs,Quinn,Elise,Orianna,Jhin,Lux,UTILITY,SILVER,"['Vayne', 'Fizz', 'Viktor']",8,5,0.615384615,FALSE,FALSE,TRUE,TRUE
